SITE_CODE,SHORT_TITLE,TITLE,SITE_TYPE,SUB_TYPE,STAGE,PROJ_CODE,PROJECT_TITLE,LONGITUDE,LATITUDE,EASTING,NORTHING,MGA_ZONE,COMMODITIES,COMMODITY_GROUP_NAME,TARGET_GROUP_NAME,MAP_LABEL_NAME,INCLUDE_COMMODITY_FLAG,MAP_COMMODITIES,ACTIVE_FLAG,SYMBOL,MAP_SERIES,CONFIDENTIALITY,MAP_SHEET_NO_100K,MAP_SHEET_NAME_100K,MAP_SHEET_NO_250K,MAP_SHEET_NAME_250K,LGA_NAME,DEVELOPMENT_REGION,DISTRICT_NO,DISTRICT_NAME,TECTONIC_UNIT,EXTRACT_DATE
S0239212,Karen Louise,Karen Louise,Mine,Openpit,Operating,J00019,Binduli,121.374517999999995,-30.773660000000000,344446,6594353,51,Au Ag,Precious metal,GOLD,Karen Louise,N,,N,,Operating Mine,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",26,EAST COOLGARDIE,Eastern Goldfields Superterrane,20260112
S0239230,Miralga W-Rudolph,Miralga West - Rudolph,Mine,Openpit,Operating,J04392,Miralga Creek,119.318793999999997,-21.023499000000001,741000,7673501,50,Fe,Iron,IRON ORE,Miralga West,N,,Y,,Operating Mine,Public,2755,NORTH SHAW,SF50-08,MARBLE BAR,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Gorge Creek Basin,20260112
S0239242,Canover Rd Lot 290 / JBC,Canover Rd Jurien Lot 290 / JBC,Mine,Openpit,Operating,J04712,Midwest  Sand / Jurien Bay Concrete,115.109599000000003,-30.300001999999999,318209,6646458,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1937,HILL RIVER,SH50-09,HILL RIVER,"DANDARAGAN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Beagle Ridge,20260112
S0239255,Skipper Rd Lot 10213/Patmore,Skipper Rd Lot 10213 Arrowsmith East / Patmore,Mine,Openpit,Operating,J05809,Arrowsmith Gravel / Patmore,115.281509000000000,-29.627723000000000,333627,6721230,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1938,ARROWSMITH,SH50-05,DONGARA,"THREE SPRINGS, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Donkey Creek Terrace,20260112
S0239264,Forrest Hwy Lot 4 / Rose,Forrest Hwy Myalup Lot 4 / Rose,Mine,Openpit,Operating,J05813,Myalup Limestone / Rose,115.718433000000005,-33.089171999999998,380397,6338097,50,Lst,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20260112
S0239290,Majestic UG,Majestic Underground,Mine,Decline,Under Development,J02818,North Monger - Kal East Gold Project,121.938976999999994,-30.896597000000000,398596,6581375,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3236,KANOWNA,SH51-10,KURNALPI,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",25,BULONG,Yilgarn Craton granites,20260112
S0239295,Chitty Rd Lot 22 / WA Gravel,Chitty Rd Morangup Lot 22 / WA Gavel,Mine,Openpit,Operating,J05816,Toodyay / WA Gravel,116.431321999999994,-31.675007999999998,446096,6495445,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"TOODYAY, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20260112
S0239296,Indian Ocean Dr Lot 110 / Ledge Point Limesands,Indian Ocean Dr Breton Bay Lot 110 / Ledge Point Limesands,Mine,Openpit,Operating,J07019,Ledge Point Limesand EIL,115.397199999999998,-31.149100000000001,347216,6552768,50,Lsd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,1935,LEDGE POINT,SH50-13,LEDGE POINT,"GINGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Vlaming Sub-basin,20260112
S0239308,Runnymede Rd Lot 11 North / Niroda,Runnymede Rd Binningup Lot 11 North / Niroda,Mine,Openpit,Operating,J05819,Binningup / Niroda,115.761697999999996,-33.114745999999997,384469,6335310,50,Sd Lst,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20260112
S0239315,Goodwood Rd Lot 102 Stage 4-5 / Catalano,Goodwood Rd Lot 102 Capel River Stage 4-5 / Catalano,Mine,Openpit,Operating,J03290,Harvey / Catalano,115.706085000000002,-33.662478000000000,380035,6274516,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2030,DONNYBROOK,SI50-06,COLLIE,"CAPEL, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20260112
S0239344,Sappers Rd Lot 11 / Lancelin Sands,Sappers Rd Lot 11 Nilgen / Lancelin Sands,Mine,Openpit,Operating,J05823,Nilgen / Lancelin Sands,115.496818000000005,-30.995517000000000,356482,6569924,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1936,WEDGE ISLAND,SH50-09,HILL RIVER,"GINGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Beermullah Trough,20260112
S0239345,Nilgen Rd Lot 3911 / Catalano,Nilgen Rd Lot 3911 Nilgen / Catalano,Mine,Openpit,Operating,J04381,Gingin / Catalano,115.374533999999997,-30.914012000000000,344674,6578795,50,Lst Sd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,1936,WEDGE ISLAND,SH50-09,HILL RIVER,"GINGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Beermullah Trough,20260112
S0239346,Nilgen Rd Lot 3910,Nilgen Rd Nilgen Lot 3910,Mine,Openpit,Operating,J06340,Nilgen Rd Limestone,115.379733000000002,-30.896889000000002,345143,6580701,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,1936,WEDGE ISLAND,SH50-09,HILL RIVER,"GINGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Beermullah Trough,20260112
S0239437,Miralga East-Vixen,Miralga East - Vixen,Mine,Openpit,Operating,J04392,Miralga Creek,119.431365999999997,-20.971579999999999,752793,7679076,50,Fe,Iron,IRON ORE,Miralga East - Vixen,N,,N,,Operating Mine,Public,2756,CARLINDIE,SF50-04,PORT HEDLAND,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Gorge Creek Basin,20260112
S0239438,Miralga East - Dasher,Miralga East - Dasher,Mine,Openpit,Operating,J04392,Miralga Creek,119.436306999999999,-20.971838000000002,753307,7679040,50,Fe,Iron,IRON ORE,Miralga East - Dasher,N,,Y,,Operating Mine,Public,2756,CARLINDIE,SF50-04,PORT HEDLAND,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Gorge Creek Basin,20260112
S0239452,Flynn Dr Lot 503 / WA Limestone,Flynn Dr Lot 503 / WA Limestone,Mine,Openpit,Operating,J01232,Flynn Dr Neerabup Lot 21 / WA Land Authority,115.774111000000005,-31.683886999999999,383809,6493949,50,Lst Lsd Agg,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"WANNEROO, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20260112
S0239470,Fender UG,Fender Underground,Mine,Decline,Operating,J00017,Cue Gold - Central Murchison,117.634550000000004,-27.344474999999999,562764,6975249,50,Au Ag,Precious metal,GOLD,Fender,N,,N,,Operating Mine,Public,2443,CUE,SG50-15,CUE,"CUE, SHIRE OF","MID-WEST, Development Region",20,CUE,Youanmi Terrane,20260112
S0239588,Mindijup Rd Lot 6255 Bramwell Pit / Armogedin,Mindijup Rd Palmdale Lot 6255 Bramwell Pit / Armogedin,Mine,Openpit,Operating,J04532,Albany / Armogedin (Great Southern Sands/Spinifex),118.075911000000005,-34.780886000000002,598442,6150728,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2528,MANYPEAKS,SI50-11,MOUNT BARKER,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20260112
S0239607,Coorow-Greenhead Rd Lot 12 / JBC,Coorow-Greenhead Rd Warradarge Lot 12 / Jurien Bay Concrete,Mine,Openpit,Operating,J04712,Midwest  Sand / Jurien Bay Concrete,115.096840999999998,-30.059597000000000,316538,6673084,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1937,HILL RIVER,SH50-09,HILL RIVER,"COOROW, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Beagle Ridge,20260112
S0239816,Golden Pyke UG ,Golden Pyke UG Exploration Drive,Mine,Decline,Operating,J00102,Golden Mile / KCGM,121.496836999999999,-30.771101999999999,356149,6594799,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",26,EAST COOLGARDIE,Eastern Goldfields Superterrane,20260112
S0239823,Bigge,Bigge - Cloudbreak,Mine,Openpit,Operating,J01407,East Pilbara Iron Ore / FMG,119.205939000000001,-22.286145000000001,727279,7533840,50,Fe,Iron,IRON ORE,Bigge,N,,Y,,Operating Mine,Public,2753,MOUNT MARSH,SF50-12,ROY HILL,"ASHBURTON, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Hamersley Basin,20260112
S0239824,Norfolk North,Norfolk North - Cloudbreak,Mine,Openpit,Operating,J01407,East Pilbara Iron Ore / FMG,119.318201999999999,-22.289109000000000,738845,7533339,50,Fe,Iron,IRON ORE,Norfolk North,N,,N,,Operating Mine,Public,2753,MOUNT MARSH,SF50-12,ROY HILL,"ASHBURTON, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Hamersley Basin,20260112
S0240077,Waratah,Waratah - Cue,Mine,Openpit,Operating,J02146,Cue Gold,117.835863000000003,-27.697811000000002,582413,6935992,50,Au Ag,Precious metal,GOLD,,N,,,,,Public,2442,AUSTIN,SG50-15,CUE,"CUE, SHIRE OF","MID-WEST, Development Region",58,MT. MAGNET,Youanmi Terrane,20260112
S0240095,Galaxy UG,Galaxy Underground,Mine,Decline,Operating,J00156,Mt Magnet,117.795642000000001,-28.035067000000002,578205,6898657,50,Au Ag,Precious metal,GOLD,Galaxy,N,,Y,,Operating Mine,Public,2441,MOUNT MAGNET,SH50-03,KIRKALOCKA,"MOUNT MAGNET, SHIRE OF","MID-WEST, Development Region",58,MT. MAGNET,Youanmi Terrane,20260112
S0240152,Portal 2,Beta Hunt Portal 2,Mine,Decline,Operating,J04930,Kambalda Gold / RNC,121.675420000000003,-31.220030000000001,373833,6545257,51,Au Ni Ag,Precious metal,GOLD,,N,,,,,Public,3235,LAKE LEFROY,SH51-14,WIDGIEMOOLTHA,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20260112
S0240193,Mardie Pond P1,Mardie Evaporation Pond P1,Mine,Pond,Under Development,J05265,Mardie Salt-Potash / BCI,115.817445000000006,-21.281907000000000,377324,7646193,50,Salt K2SO4,Industrial mineral,SALT,Mardie Salt-Potash / BCI,N,,N,,Operating Mine,Public,2055,MARDIE,SF50-06,YARRALOOLA,"KARRATHA, CITY OF","PILBARA, Development Region",8,ASHBURTON M.F.,Peedamullah Shelf,20260112
S0240194,Mardie Pond P2,Mardie Evaporation Pond P2,Mine,Pond,Under Development,J05265,Mardie Salt-Potash / BCI,115.864408999999995,-21.279385000000001,382195,7646508,50,Salt K2SO4,Industrial mineral,SALT,Mardie Evaporation Pond P2,N,,N,,Operating Mine,Public,2055,MARDIE,SF50-06,YARRALOOLA,"KARRATHA, CITY OF","PILBARA, Development Region",8,ASHBURTON M.F.,Peedamullah Shelf,20260112
S0240195,Mardie Pond P3,Mardie Evaporation Pond P3,Mine,Pond,Under Development,J05265,Mardie Salt-Potash / BCI,115.876726000000005,-21.247451999999999,383447,7650052,50,Salt K2SO4,Industrial mineral,SALT,Mardie Evaporation Pond P3,N,,N,,Operating Mine,Public,2055,MARDIE,SF50-06,YARRALOOLA,"KARRATHA, CITY OF","PILBARA, Development Region",8,ASHBURTON M.F.,Peedamullah Shelf,20260112
S0240196,Mardie Pond P4,Mardie Evaporation Pond P4,Mine,Pond,Under Development,J05265,Mardie Salt-Potash / BCI,115.902074999999996,-21.225971000000001,386061,7652448,50,Salt K2SO4,Industrial mineral,SALT,Mardie Evaporation Pond P4,N,,N,,Operating Mine,Public,2055,MARDIE,SF50-06,YARRALOOLA,"KARRATHA, CITY OF","PILBARA, Development Region",8,ASHBURTON M.F.,Peedamullah Shelf,20260112
S0240198,Mardie Secondary Crystalliser,Mardie Secondary Salt Crystalliser,Mine,Pond,Under Development,J05265,Mardie Salt-Potash / BCI,115.938384999999997,-21.167605999999999,389786,7658934,50,Salt K2SO4,Industrial mineral,SALT,Mardie Secondary Salt Crystalliser,N,,N,,Operating Mine,Public,2055,MARDIE,SF50-06,YARRALOOLA,"KARRATHA, CITY OF","PILBARA, Development Region",8,ASHBURTON M.F.,Peedamullah Shelf,20260112
S0240235,Kalbarri Sand,Kalbarri Sand,Mine,Openpit,Operating,J06037,Kalbarri Sand / Scheffer,114.155034999999998,-27.754629999999999,219578,6926733,50,Sdc Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1742,KALBARRI,SG50-13,AJANA,"NORTHAMPTON, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Gascoyne Platform,20260112
S0240236,Mather Dr Lot 9003 Stages 1-2 / Urban,Mather Dr Neerabup Lot 9003 Stages 1-2 / Urban Resources,Mine,Openpit,Operating,J06059,Mather Dr Neerabup Lot 9003 / City of Wanneroo,115.793110999999996,-31.672785999999999,385596,6495200,50,Sdc Lst,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"WANNEROO, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20260112
S0240271,Castle Hill,Castle Hill,Mine,Openpit,Operating,J04814,Mungari / Evolution,121.033705999999995,-30.638217999999998,311562,6608843,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",16,KUNANALLING,Eastern Goldfields Superterrane,20260112
S0240524,Stockyard Silica Sand,Warradarge Silica Sand Mine,Mine,Openpit,Operating,J06103,Warradarge Silica Sand,115.280474999999996,-30.057462000000001,334238,6673600,50,Sisd,Industrial mineral,SILICA - SILICA SAND,Warradarge,Y,Sisd,Y,,Operating Mine,Public,1937,HILL RIVER,SH50-09,HILL RIVER,"COOROW, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Cadda Terrace,20260112
S0240577,Yarri Rd Lot 200 Sand/Prime,Yarri Rd Balbarrup Lot 200 Sand/Prime,Mine,Openpit,Operating,J04694,Nannup-Northcliffe-Pemberton / Prime,116.240168999999995,-34.175536999999998,429975,6218119,50,Sdc,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2129,MANJIMUP,SI50-10,PEMBERTON,"MANJIMUP, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20260112
S0240582,Hurst Road Lot 11/ Roadstone,Hurst Road Lot 11/ Roadstone,Mine,Openpit,Operating,,,115.793910999999994,-32.154086999999997,386265,6441848,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"COCKBURN, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20260112
S0240587,Forrest Hwy Lot 3 / Rose,Forrest Hwy Myalup Lot 3 / Rose,Mine,Openpit,Operating,J05813,Myalup Limestone / Rose,115.718511000000007,-33.080187000000002,380392,6339093,50,Lst,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20260112
S0240597,Donnybrook-Boyup Brook Rd Lot 100/DBCEC,Donnybrook-Boyup Brook Rd Queenwood Lot 100/DBCEC,Mine,Openpit,Operating,J06182,Donnybrook / DBCEC,115.877311000000006,-33.569586000000001,395799,6285001,50,Sdc,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2030,DONNYBROOK,SI50-06,COLLIE,"DONNYBROOK-BALINGUP, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,South West Terrane,20260112
S0240616,Horsley Rd Lot 120 / Gravel Link,Horsley Rd Lot 120 / Gravel Link,Mine,Openpit,Operating,J03687,Horsley Rd Wamenusking / Gravel Link,117.525910999999994,-32.105486999999997,549618,6447750,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2433,CORRIGIN,SI50-03,CORRIGIN,"QUAIRADING, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20260112
S0240628,Jalbarragup Rd Lot 854 Pit 1/ Payne,Jalbarragup Rd Walsall Lot 854 Pit 1 / Payne,Mine,Openpit,Operating,J06132,Jalbarragup Road Walsall / Payne,115.394110999999995,-33.809486999999997,351361,6257808,50,Gvl Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1930,BUSSELTON,SI50-05,BUSSELTON,"BUSSELTON, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20260112
S0240649,Bussell Hwy Lot 1494 / Leeuwin,Bussell Hwy Kudardup Lot 1494 / Leeuwin Civil,Mine,Openpit,Operating,J04675,Busselton-Cowaramup / Leeuwin Civil,115.120311000000001,-34.270586999999999,326955,6206243,50,Gvl Sdc,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1929,LEEUWIN,SI50-09,AUGUSTA,"AUGUSTA MARGARET RIVER, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,"Pinjarra Orogen, Leeuwin Inlier",20260112
S0240653,Wallis Rd Lot 202/Silverthorne,Wallis Rd Witchcliffe Lot 202/Silverthorne,Mine,Openpit,Operating,J04942,Rosa Glen / Silverthorne,115.148211000000003,-33.984087000000002,328948,6238063,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1930,BUSSELTON,SI50-05,BUSSELTON,"AUGUSTA MARGARET RIVER, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,"Pinjarra Orogen, Leeuwin Inlier",20260112
S0240655,Bussell Hwy Karridale Lot 21,Bussell Hwy Karridale Lot 21,Mine,Openpit,Operating,J06147,Bussell Highway Karridale Lot 21,115.112711000000004,-34.124087000000003,325955,6222477,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1929,LEEUWIN,SI50-09,AUGUSTA,"AUGUSTA MARGARET RIVER, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,"Pinjarra Orogen, Leeuwin Inlier",20260112
S0240656,Wallis Rd Lots 2826 3838,Wallis Rd Witchcliffe Lots 2826 3838,Mine,Openpit,Operating,J06344,Wallis Rd / Gale,115.122911000000002,-33.996087000000003,326635,6236690,50,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1930,BUSSELTON,SI50-05,BUSSELTON,"AUGUSTA MARGARET RIVER, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,"Pinjarra Orogen, Leeuwin Inlier",20260112
S0240659,Twenty Four Road Lot 12,Twenty Four Road Karridale Lot 12,Mine,Openpit,Operating,J06194,Margaret River / Adamson,115.136311000000006,-34.203786999999998,328293,6213678,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1929,LEEUWIN,SI50-09,AUGUSTA,"AUGUSTA MARGARET RIVER, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,"Pinjarra Orogen, Leeuwin Inlier",20260112
S0240666,Brand Hwy Lot 2233/ WA Limestone,Brand Hwy Muchea Lot 2233 / WA Limestone,Mine,Openpit,Operating,J06148,Muchea/WA Limestone,115.940837999999999,-31.565159000000001,399484,6507274,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"CHITTERING, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20260112
S0240676,Calgardup Rd Lot 3207,Calgardup Rd Forest Grove Lot 3207,Mine,Openpit,Operating,J06352,Forest Grove / Kniveton Hillocks,115.122810999999999,-34.051887000000001,326739,6230501,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1929,LEEUWIN,SI50-09,AUGUSTA,"AUGUSTA MARGARET RIVER, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,"Pinjarra Orogen, Leeuwin Inlier",20260112
S0240751,Lindberg Rd Lot 80 / Willmott,Lindberg Rd Bovell Lot 80 / Willmott,Mine,Openpit,Operating,J06353,Bovell / Willmott,115.373411000000004,-33.690787000000000,349238,6270941,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1930,BUSSELTON,SI50-05,BUSSELTON,"BUSSELTON, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20260112
S0240753,Gale Rd Lot 2653 / Leeuwin Civil,Gale Rd Kaloorup Lot 2653 / Leeuwin Civil,Mine,Openpit,Operating,J04675,Busselton-Cowaramup / Leeuwin Civil,115.232810999999998,-33.795186999999999,336403,6259149,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1930,BUSSELTON,SI50-05,BUSSELTON,"BUSSELTON, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Vasse Shelf,20260112
S0240773,Ludlow-Hithergreen Rd Lot 61/Harbecks,Ludlow-Hithergreen Rd Lot 61/Harbecks,Mine,Openpit,Operating,J04648,Busselton / Harbecks Transport,115.510311000000002,-33.661386999999998,361880,6274392,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2030,DONNYBROOK,SI50-06,COLLIE,"BUSSELTON, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20260112
S0240786,Runnymede Rd Lot 9 / BCP,Runnymede Rd Binningup Lot 9 / BCP,Mine,Openpit,Operating,J06168,Harvey / BCP Materials,115.750810999999999,-33.133485999999998,383478,6333220,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20260112
S0240829,Mount Leewin Loop Rd Lot 101 / Worthy,Mount Leewin Loop Rd Carlotta Lot 101 / Worthy,Mine,Openpit,Operating,J02767,Carlotta Gravel / Worthy,115.818111000000002,-34.098886000000000,390978,6226249,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2029,DONNELLY,SI50-10,PEMBERTON,"NANNUP, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,South West Terrane,20260112
S0240830,Roberts Rd Lot 121 / Crouch,Roberts Rd Carlotta Lot 121 / Crouch,Mine,Openpit,Operating,J06199,Brookvale Carlotta / Crouch,115.751711000000000,-34.079386000000000,384827,6228339,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2029,DONNELLY,SI50-10,PEMBERTON,"NANNUP, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,South West Terrane,20260112
S0240831,Spring Gully Rd Location 9648 / Ferny,Spring Gully Rd Location 9648 / Ferny,Mine,Openpit,Operating,J06179,Spring Gully Road - Ferny Hollow Farm,116.005211000000003,-33.856586999999998,407977,6253300,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2130,BRIDGETOWN,SI50-06,COLLIE,"BRIDGETOWN-GREENBUSHES, SHIRE OF","SOUTH WEST, Development Region",1,GREENBUSHES M.F.,South West Terrane,20260112
S0240832,Spring Gully Rd Location 8756 / Ferny,Spring Gully Rd Location 8756 / Ferny,Mine,Openpit,Operating,J06179,Spring Gully Road - Ferny Hollow Farm,116.014311000000006,-33.866587000000003,408829,6252198,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2130,BRIDGETOWN,SI50-06,COLLIE,"BRIDGETOWN-GREENBUSHES, SHIRE OF","SOUTH WEST, Development Region",1,GREENBUSHES M.F.,South West Terrane,20260112
S0240833,Spring Gully Rd Lot 816 / Cityworld,Spring Gully Rd Southampton Lot 816 / Cityworld,Mine,Openpit,Operating,J06290,Spring Gully Rd / Cityworld,115.995311000000001,-33.852086999999997,407056,6253790,50,PisoGravel,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2030,DONNYBROOK,SI50-06,COLLIE,"DONNYBROOK-BALINGUP, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,South West Terrane,20260112
S0240834,Beelerup Rd Lot 102 North Pit / Henderson,Beelerup Rd Beelerup Lot 102 North Pit / Henderson,Mine,Openpit,Operating,J06180,Beelerup / Henderson,115.851111000000003,-33.540585999999998,393332,6288190,50,Dst,Construction material,DIMENSION STONE,,N,,,,,Public,2030,DONNYBROOK,SI50-06,COLLIE,"DONNYBROOK-BALINGUP, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,South West Terrane,20260112
S0240835,Charley Creek Rd Lot 5 / DBCEC,Charley Creek Rd Charley Creek Lot 5 / DBCEC,Mine,Openpit,Operating,J06182,Donnybrook / DBCEC,115.896111000000005,-33.573785999999998,397549,6284554,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2030,DONNYBROOK,SI50-06,COLLIE,"DONNYBROOK-BALINGUP, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,South West Terrane,20260112
S0240837,Morrissey Rd Lot 130 / Mazza,Morrissey Rd Yabberup Lot 130 / Mazza,Mine,Openpit,Operating,J06316,Donnybrook / Wild Fig Company,116.011711000000005,-33.555686000000001,408259,6286669,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2130,BRIDGETOWN,SI50-06,COLLIE,"DONNYBROOK-BALINGUP, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20260112
S0240852,Dixvale Rd Lot 9072 / Manjimup Pest,Dixvale Rd Dixvale Lot 9072 / Manjimup Pest,Mine,Openpit,Operating,J06196,Manjimup / Manjimup Pest Control,116.055110999999997,-34.198587000000003,412943,6215421,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2129,MANJIMUP,SI50-10,PEMBERTON,"MANJIMUP, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,South West Terrane,20260112
