SITE_CODE,SHORT_TITLE,TITLE,SITE_TYPE,SUB_TYPE,STAGE,PROJ_CODE,PROJECT_TITLE,LONGITUDE,LATITUDE,EASTING,NORTHING,MGA_ZONE,COMMODITIES,COMMODITY_GROUP_NAME,TARGET_GROUP_NAME,MAP_LABEL_NAME,INCLUDE_COMMODITY_FLAG,MAP_COMMODITIES,ACTIVE_FLAG,SYMBOL,MAP_SERIES,CONFIDENTIALITY,MAP_SHEET_NO_100K,MAP_SHEET_NAME_100K,MAP_SHEET_NO_250K,MAP_SHEET_NAME_250K,LGA_NAME,DEVELOPMENT_REGION,DISTRICT_NO,DISTRICT_NAME,TECTONIC_UNIT,EXTRACT_DATE
S0000030,Golden Crown,Beatons Creek - Golden Crown,Mine,Openpit,Operating,J04143,Beatons Creek JV,120.101607999999999,-21.870318999999999,200461,7578703,51,Au,Precious metal,GOLD,,N,,,,,Public,2954,NULLAGINE,SF51-05,NULLAGINE,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",46,NULLAGINE,Northeast Pilbara Sub-basin,20260112
S0000033,Big Bell UG,Big Bell Underground,Mine,Decline,Operating,J00017,Cue Gold - Central Murchison,117.655366999999998,-27.318646000000001,564839,6978101,50,Au Ag,Precious metal,GOLD,Big Bell,N,,Y,,Operating Mine,Public,2443,CUE,SG50-15,CUE,"CUE, SHIRE OF","MID-WEST, Development Region",20,CUE,Youanmi Terrane,20260112
S0000045,Aladdin,Aladdin Open Pit,Mine,Openpit,Operating,J00017,Cue Gold - Central Murchison,118.347196999999994,-26.869456000000000,633824,7027312,50,Au Ag,Precious metal,GOLD,Aladdin,N,,Y,,Operating Mine,Public,2544,MEEKATHARRA,SG50-11,BELELE,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",51,MEEKATHARRA,Youanmi Terrane,20260112
S0000046,Bluebird,Bluebird - Bluebird South,Mine,Openpit,Operating,J00017,Cue Gold - Central Murchison,118.425111999999999,-26.716235000000001,641755,7044201,50,Au Ag,Precious metal,GOLD,Bluebird South,N,,N,,Operating Mine,Public,2544,MEEKATHARRA,SG50-11,BELELE,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",51,MEEKATHARRA,Youanmi Terrane,20260112
S0000053,Southern Stockworks,Boorara Open Pit - Southern Stockworks,Mine,Openpit,Operating,J02851,Boorara / Horizon,121.644093999999996,-30.809280000000001,370294,6590748,51,Au Ag,Precious metal,GOLD,Boorara,N,,Y,,Operating Mine,Public,3236,KANOWNA,SH51-10,KURNALPI,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",26,EAST COOLGARDIE,Eastern Goldfields Superterrane,20260112
S0000077,Butterfly 1,Butterfly 1,Mine,Openpit,Operating,J02010,Ulysses Gold,121.380359999999996,-29.197996000000000,342538,6768992,51,Au Ag,Precious metal,GOLD,Butterfly,N,,N,,Operating Mine,Public,3139,MELITA,SH51-05,MENZIES,"MENZIES, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",40,NIAGARA,Eastern Goldfields Superterrane,20260112
S0000101,North Royal,North Royal - Princess Royal Opencut,Mine,Openpit,Operating,J00056,Central Norseman,121.808097000000004,-32.123246999999999,387566,6445281,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3233,NORSEMAN,SI51-02,NORSEMAN,"DUNDAS, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",63,DUNDAS M.F.,Eastern Goldfields Superterrane,20260112
S0000102,OK,OK,Mine,Decline,Operating,J00056,Central Norseman,121.784914999999998,-32.218549000000003,385498,6434692,51,Au Ag,Precious metal,GOLD,OK,N,,N,,Operating Mine,Public,3233,NORSEMAN,SI51-02,NORSEMAN,"DUNDAS, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",63,DUNDAS M.F.,Eastern Goldfields Superterrane,20260112
S0000158,Dreadnought,Dreadnought,Mine,Openpit,Operating,J00014,Coolgardie Gold / Focus,121.170693000000000,-30.995080000000002,325340,6569507,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20260112
S0000181,Morrison,Morrison,Mine,Openpit,Operating,J00102,Golden Mile / KCGM,121.508476000000002,-30.789470999999999,357290,6592778,51,Au Ag,Precious metal,GOLD,Morrison,N,,N,,Operating Mine,Public,3236,KANOWNA,SH51-10,KURNALPI,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",26,EAST COOLGARDIE,Eastern Goldfields Superterrane,20260112
S0000201,Frasers UG,Frasers Underground,Mine,Decline,Operating,J00226,Marvel Loch - Southern Cross,119.331209999999999,-31.239545000000000,722021,6541507,50,Au Ag,Precious metal,GOLD,,N,,,,,Public,2735,SOUTHERN CROSS,SH50-16,SOUTHERN CROSS,"YILGARN, SHIRE OF","WHEATBELT, Development Region",77,YILGARN M.F.,Youanmi Terrane,20260112
S0000249,Golden Spec,Golden Spec,Mine,Shaft,Operating,J00126,Blue Spec / Novo,120.263914999999997,-21.823142000000001,217152,7584237,51,Au Sb Ag,Precious metal,GOLD,,N,,,,,Public,2954,NULLAGINE,SF51-05,NULLAGINE,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",46,NULLAGINE,Mosquito Creek Basin,20260112
S0000258,Goongarrie Lady,Goongarrie Lady,Mine,Openpit,Operating,J04956,Goongarrie Lady,121.184490999999994,-30.081340999999998,325027,6670812,51,Au Ag,Precious metal,GOLD,Goongarrie Lady,N,,Y,,Operating Mine,Public,3137,BARDOC,SH51-09,KALGOORLIE,"MENZIES, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",29,MENZIES,Eastern Goldfields Superterrane,20260112
S0000275,Hawkins Find,Hawkins Find,Mine,Openpit,Operating,J01884,Hawkins Find,121.021970999999994,-30.498373999999998,310165,6624324,51,Au Ag,Precious metal,GOLD,Hawkins Find,N,,Y,,Operating Mine,Public,3137,BARDOC,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",16,KUNANALLING,Eastern Goldfields Superterrane,20260112
S0000278,Great Fingall Deeps,Great Fingall Deeps,Mine,Shaft,Operating,J00017,Cue Gold - Central Murchison,117.850413000000003,-27.461576999999998,584028,6962151,50,Au Ag,Precious metal,GOLD,,N,,,,,Public,2443,CUE,SG50-15,CUE,"CUE, SHIRE OF","MID-WEST, Development Region",21,DAY DAWN,Youanmi Terrane,20260112
S0000284,Great Victoria S,Great Victoria South - Pakistani,Mine,Openpit,Operating,J00226,Marvel Loch - Southern Cross,119.573263999999995,-31.550578000000002,744274,6506505,50,Au Ag,Precious metal,GOLD,,N,,,,,Public,2834,CHERITONS FIND,SH50-16,SOUTHERN CROSS,"YILGARN, SHIRE OF","WHEATBELT, Development Region",77,YILGARN M.F.,Youanmi Terrane,20260112
S0000308,Fairplay E,Fairplay East,Mine,Openpit,Operating,J00152,Higginsville,121.726658999999998,-31.748749000000000,379395,6486708,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3234,COWAN,SH51-14,WIDGIEMOOLTHA,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20260112
S0000315,Brown Hill Opencut,Brown Hill Opencut,Mine,Openpit,Operating,J00156,Mt Magnet,117.790796999999998,-28.032761000000001,577731,6898916,50,Au Ag,Precious metal,GOLD,Brown Hill Opencut,N,,N,,Operating Mine,Public,2441,MOUNT MAGNET,SH50-03,KIRKALOCKA,"MOUNT MAGNET, SHIRE OF","MID-WEST, Development Region",58,MT. MAGNET,Youanmi Terrane,20260112
S0000316,Brown Hill UG,Brown Hill Underground,Mine,Unspecified,Operating,J00156,Mt Magnet,117.790796999999998,-28.032761000000001,577731,6898916,50,Au Ag,Precious metal,GOLD,Brown Hill Underground,N,,N,,Operating Mine,Public,2441,MOUNT MAGNET,SH50-03,KIRKALOCKA,"MOUNT MAGNET, SHIRE OF","MID-WEST, Development Region",58,MT. MAGNET,Youanmi Terrane,20260112
S0000352,Jeffreys,Jeffreys Find,Mine,Openpit,Operating,J00170,Jeffreys Find,122.151146999999995,-31.946420000000000,419773,6465189,51,Au Ag,Precious metal,GOLD,Jeffreys Find,N,,Y,,Operating Mine,Public,3334,YARDINA,SH51-14,WIDGIEMOOLTHA,"DUNDAS, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",63,DUNDAS M.F.,Eastern Goldfields Superterrane,20260112
S0000357,Jupiter,Jupiter - Joanne - Doublejay,Mine,Openpit,Operating,J00256,Mt Morgans,122.219296999999997,-28.807175000000001,423818,6813127,51,Au Ag,Precious metal,GOLD,Jupiter - Joanne - Doublejay,N,,N,,Operating Mine,Public,3340,LAVERTON,SH51-02,LAVERTON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20260112
S0000389,Harrys Hill,Harrys Hill,Mine,Openpit,Operating,J00184,Aldiss - Karonie,122.558037999999996,-31.044996999999999,457827,6565327,51,Au Ag,Precious metal,GOLD,Harrys Hill,N,,Y,,Operating Mine,Public,3435,ERAYINIA,SH51-14,WIDGIEMOOLTHA,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",28,KURNALPI,Eastern Goldfields Superterrane,20260112
S0000404,Newhaven,Newhaven,Mine,Openpit,Operating,J01338,Phillips Find,120.965996000000004,-30.612843999999999,305022,6611541,51,Au Ag,Precious metal,GOLD,Newhaven,N,,N,,Operating Mine,Public,3036,DUNNSVILLE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",16,KUNANALLING,Eastern Goldfields Superterrane,20260112
S0000440,King of Creation,King of Creation,Mine,Openpit,Operating,J00009,Duketon / Regis Resources,122.395005999999995,-28.154176000000000,440600,6885571,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3341,MOUNT VARDEN,SH51-02,LAVERTON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",38,MT. MARGARET,Burtville Terrane,20260112
S0000457,Devon,Devon,Mine,Openpit,Operating,J00216,Devon - Linden / Matsa,122.442397000000000,-29.285789000000001,445839,6760222,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3339,LAKE CAREY,SH51-06,EDJUDINA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20260112
S0000476,Marvel Loch Central,Marvel Loch Central,Mine,Openpit,Operating,J00226,Marvel Loch - Southern Cross,119.494012999999995,-31.464036000000000,736967,6516275,50,Au Ag,Precious metal,GOLD,,N,,,,,Public,2735,SOUTHERN CROSS,SH50-16,SOUTHERN CROSS,"YILGARN, SHIRE OF","WHEATBELT, Development Region",77,YILGARN M.F.,Youanmi Terrane,20260112
S0000483,MacPhersons Reward,MacPhersons Reward,Mine,Openpit,Operating,J00229,Coolgardie Gold,121.198527999999996,-30.995995000000001,328000,6569449,51,Au Ag,Precious metal,GOLD,MacPhersons Reward,N,,Y,,Operating Mine,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20260112
S0000541,Mt Marven,Mt Marven,Mine,Openpit,Operating,J00256,Mt Morgans,122.175607999999997,-28.812805999999998,419559,6812475,51,Au Ag,Precious metal,GOLD,Mt Marven,N,,Y,,Operating Mine,Public,3340,LAVERTON,SH51-02,LAVERTON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20260112
S0000566,Racetrack,Racetrack - Racetrack West,Mine,Openpit,Operating,J00292,Paddington - Mt Pleasant,121.227040000000002,-30.556269000000000,329950,6618234,51,Au Ag,Precious metal,GOLD,Racetrack West,N,,Y,,Operating Mine,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",24,BROAD ARROW M.F.,Eastern Goldfields Superterrane,20260112
S0000584,Malcolm,Malcolm,Mine,Openpit,Operating,J00270,Malcolm Challenger Gold - Murrin Murrin,121.817763999999997,-28.899706999999999,384735,6802551,51,Au,Precious metal,GOLD,Malcolm,N,,Y,,Operating Mine,Public,3240,MINERIE,SH51-02,LAVERTON,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20260112
S0000590,Nevoria UG,Nevoria Underground,Mine,Decline,Operating,J00226,Marvel Loch - Southern Cross,119.588410999999994,-31.507251000000000,745826,6511276,50,Au Ag,Precious metal,GOLD,Nevoria,N,,Y,,Operating Mine,Public,2834,CHERITONS FIND,SH50-16,SOUTHERN CROSS,"YILGARN, SHIRE OF","WHEATBELT, Development Region",77,YILGARN M.F.,Youanmi Terrane,20260112
S0000671,Million Dollar North,Million Dollar North,Mine,Openpit,Operating,J00094,Porphyry - Northern Operations,122.285984999999997,-29.799040999999999,430996,6703268,51,Au Ag,Precious metal,GOLD,Million Dollar,N,,Y,,Operating Mine,Public,3338,EDJUDINA,SH51-06,EDJUDINA,"MENZIES, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",31,YERILLA,Yilgarn Craton granites,20260112
S0000672,Porphyry UG,Porphyry Underground,Mine,Decline,Operating,J00094,Porphyry - Northern Operations,122.285014000000004,-29.780885999999999,430889,6705279,51,Au Ag,Precious metal,GOLD,Porphyry,N,,Y,,Operating Mine,Public,3338,EDJUDINA,SH51-06,EDJUDINA,"MENZIES, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",31,YERILLA,Yilgarn Craton granites,20260112
S0000675,Queen Lapage,Queen Lapage,Mine,Openpit,Operating,J00307,Queen Lapage,121.979806999999994,-30.616166000000000,402216,6612492,51,Au Ag,Precious metal,GOLD,Queen Lapage,N,,Y,,Operating Mine,Public,3236,KANOWNA,SH51-10,KURNALPI,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",25,BULONG,Eastern Goldfields Superterrane,20260112
S0000689,Riverina UG,Riverina Underground,Mine,Decline,Operating,J00084,Davyhurst - Lady Ida - Mulline - Riverina - Siberia Gold,120.564809999999994,-29.744009999999999,264494,6707096,51,Au Ag,Precious metal,GOLD,Riverina Underground,N,,N,,Operating Mine,Public,3038,RIVERINA,SH51-05,MENZIES,"MENZIES, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",30,ULARRING,Eastern Goldfields Superterrane,20260112
S0000709,Second Fortune,Second Fortune,Mine,Decline,Operating,J02325,Linden Gold,122.435828999999998,-29.376491999999999,445250,6750169,51,Au Ag,Precious metal,GOLD,Second Fortune,N,,Y,,Operating Mine,Public,3339,LAKE CAREY,SH51-06,EDJUDINA,"MENZIES, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20260112
S0000726,Spargos Reward,Spargos Reward,Mine,Openpit,Operating,J00333,Spargos Reward,121.470759999999999,-31.236440000000002,354363,6543186,51,Au Ag,Precious metal,GOLD,Spargos Reward,N,,Y,,Operating Mine,Public,3135,YILMIA,SH51-13,BOORABBIN,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20260112
S0000728,Jasper,Jasper - Aucklands,Mine,Openpit,Operating,J00330,Gwalia - Leonora,121.243905999999996,-28.758956999999999,328547,6817456,51,Au Ag,Precious metal,GOLD,Jasper - Aucklands,N,,N,,Operating Mine,Public,3140,LEONORA,SH51-01,LEONORA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",37,MT. MALCOLM,Eastern Goldfields Superterrane,20260112
S0000732,Main Dome,Telfer Main Dome,Mine,Openpit,Operating,J00338,Telfer / Newcrest,122.207127999999997,-21.719550999999999,417997,7598004,51,Au Cu Ag,Precious metal,GOLD,Telfer,Y,"Au, Cu, Ag",Y,,Operating Mine,Public,3354,PATERSON,SF51-06,PATERSON RANGE,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Yeneena Basin,20260112
S0000790,Yilgangi Queen,Yilgangi Queen,Mine,Decline,Operating,J00366,Yilgangi Queen,122.162432999999993,-29.712862999999999,418985,6712737,51,Au,Precious metal,GOLD,Yilgangi Queen,N,,N,,Operating Mine,Public,3338,EDJUDINA,SH51-06,EDJUDINA,"MENZIES, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",31,YERILLA,Eastern Goldfields Superterrane,20260112
S0000811,Anglo Saxon,Anglo Saxon - Trouser Legs,Mine,Openpit,Operating,J00424,Anglo Saxon - Trouser Legs,122.731488999999996,-30.076767000000000,474123,6672678,51,Au Ag,Precious metal,GOLD,Anglo Saxon,N,,Y,,Operating Mine,Public,3437,PINJIN,SH51-10,KURNALPI,"MENZIES, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",31,YERILLA,Eastern Goldfields Superterrane,20260112
S0000812,Bannockburn Pit,Bannockburn Openpit - North and Central,Mine,Openpit,Operating,J04199,Bannockburn / Northern Star,120.893311999999995,-28.458677000000002,293723,6850179,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3041,WILDARA,SH51-01,LEONORA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",37,MT. MALCOLM,Yilgarn Craton granites,20260112
S0000847,Great Victoria,Great Victoria - GVG,Mine,Openpit,Operating,J00226,Marvel Loch - Southern Cross,119.573710000000005,-31.544264999999999,744332,6507204,50,Au Ag,Precious metal,GOLD,Great Victoria,N,,Y,,Operating Mine,Public,2834,CHERITONS FIND,SH50-16,SOUTHERN CROSS,"YILGARN, SHIRE OF","WHEATBELT, Development Region",77,YILGARN M.F.,Youanmi Terrane,20260112
S0000849,Greenfields Pit,Greenfields Openpit,Mine,Openpit,Operating,J00014,Coolgardie Gold / Focus,121.200923000000003,-30.932811000000001,328115,6576457,51,Au Ag,Precious metal,GOLD,Greenfields Openpit,N,,Y,,Operating Mine,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20260112
S0000880,Mt Charlotte,Mt Charlotte,Mine,Shaft,Operating,J00102,Golden Mile / KCGM,121.480913999999999,-30.746428000000002,354588,6597514,51,Au Ag,Precious metal,GOLD,Mt Charlotte,N,,Y,,Operating Mine,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",26,EAST COOLGARDIE,Eastern Goldfields Superterrane,20260112
S0000927,Two Boys,Two Boys / Karora,Mine,Decline,Operating,J00152,Higginsville,121.725008000000003,-31.740396000000000,379228,6487632,51,Au Ag,Precious metal,GOLD,Two Boys,N,,Y,,Operating Mine,Public,3234,COWAN,SH51-14,WIDGIEMOOLTHA,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20260112
S0000933,Bellevue UG,Bellevue Underground,Mine,Decline,Operating,J04770,Bellevue,120.557630000000003,-27.636058999999999,259016,6940729,51,Au Ag,Precious metal,GOLD,Bellevue,N,,Y,,Operating Mine,Public,3042,SIR SAMUEL,SG51-13,SIR SAMUEL,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",36,LAWLERS,Eastern Goldfields Superterrane,20260112
S0000949,Cornishman,Cornishman - Cornishman South,Mine,Openpit,Operating,J00226,Marvel Loch - Southern Cross,119.364395999999999,-31.280897000000000,725085,6536855,50,Au Ag,Precious metal,GOLD,,N,,,,,Public,2735,SOUTHERN CROSS,SH50-16,SOUTHERN CROSS,"YILGARN, SHIRE OF","WHEATBELT, Development Region",77,YILGARN M.F.,Youanmi Terrane,20260112
S0001007,Wandoo S,Wandoo South,Mine,Openpit,Operating,J00026,Boddington Gold,116.357529999999997,-32.753064000000002,439816,6375905,50,Au Cu As Bi Ag,Precious metal,GOLD,Boddington,Y,"Au, Cu, As, Bi, Ag",Y,,Operating Mine,Public,2132,DWELLINGUP,SI50-02,PINJARRA,"BODDINGTON, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,South West Terrane,20260112
S0001063,Mickey Doolan,Mickey Doolan,Mine,Openpit,Operating,J00017,Cue Gold - Central Murchison,118.502785000000003,-26.618085000000001,649610,7054985,50,Au Ag,Precious metal,GOLD,Mickey Doolan,N,,Y,,Operating Mine,Public,2644,GABANINTHA,SG50-12,GLENGARRY,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",51,MEEKATHARRA,Youanmi Terrane,20260112
S0001112,Emu,Emu - Bottle Creek,Mine,Openpit,Operating,J00028,Bottle Creek,120.446809999999999,-29.154026000000002,251646,6772252,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,2939,MOUNT MASON,SH51-05,MENZIES,"MENZIES, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",29,MENZIES,Eastern Goldfields Superterrane,20260112
S0001113,VB,VB,Mine,Openpit,Operating,J00028,Bottle Creek,120.456428000000002,-29.178288999999999,252640,6769583,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,2939,MOUNT MASON,SH51-05,MENZIES,"MENZIES, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",29,MENZIES,Eastern Goldfields Superterrane,20260112
S0001114,Boags,Boags,Mine,Openpit,Operating,J00028,Bottle Creek,120.459063000000000,-29.188086999999999,252919,6768503,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,2939,MOUNT MASON,SH51-05,MENZIES,"MENZIES, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",29,MENZIES,Eastern Goldfields Superterrane,20260112
S0001172,George Palmer,George Palmer Pit,Mine,Openpit,Operating,J00446,Sino - Cape Preston Iron,116.141306000000000,-21.081327000000002,410802,7668611,50,Fe Mag Fe2O3,Iron,IRON ORE,George Palmer - Sino Iron,N,,Y,,Operating Mine,Public,2155,FORTESCUE,SF50-06,YARRALOOLA,"KARRATHA, CITY OF","PILBARA, Development Region",8,ASHBURTON M.F.,Hamersley Basin,20260112
S0001224,Deepdale J,"Deepdale Mesa J Pits 1-12, J Extended",Mine,Openpit,Operating,J00484,Robe River - Deepdale,116.247364000000005,-21.751424000000000,422176,7594497,50,Fe,Iron,IRON ORE,Mesa J - Deepdale,N,,Y,,Operating Mine,Public,2154,PANNAWONICA,SF50-06,YARRALOOLA,"ASHBURTON, SHIRE OF","PILBARA, Development Region",8,ASHBURTON M.F.,Hamersley Basin,20260112
S0001256,Gossan Hill U/G,Gossan Hill Portal,Mine,Decline,Operating,J00527,Golden Grove,116.962417000000002,-28.765073999999998,496331,6818041,50,Cu Zn Pb Ag Au,Base metal,COPPER - LEAD - ZINC,Golden Grove,Y,"Cu, Zn, Pb, Ag, Au",Y,,Operating Mine,Public,2240,BADJA,SH50-02,YALGOO,"YALGOO, SHIRE OF","MID-WEST, Development Region",59,YALGOO M.F.,Youanmi Terrane,20260112
S0001257,Scuddles U/G,Scuddles Portal - Cervantes,Mine,Decline,Operating,J00527,Golden Grove,116.945114000000004,-28.744553000000000,494641,6820314,50,Zn Pb Cu Ag Au,Base metal,COPPER - LEAD - ZINC,Scuddles,Y,"Zn, Pb, Cu, Ag, Au",Y,,Operating Mine,Public,2240,BADJA,SH50-02,YALGOO,"YALGOO, SHIRE OF","MID-WEST, Development Region",59,YALGOO M.F.,Youanmi Terrane,20260112
S0001258,Goliath North,Goliath North - Mt Keith Satellite,Mine,Openpit,Operating,J00756,Mt Keith / BHP Billiton,120.589219999999997,-27.448636000000000,261730,6961561,51,Ni,Steel alloy metal,NICKEL,Goliath North,Y,Ni,Y,,Operating Mine,Public,3043,MOUNT KEITH,SG51-13,SIR SAMUEL,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",36,LAWLERS,Eastern Goldfields Superterrane,20260112
S0001260,Cornwall,Cornwall Primary Pegmatite,Mine,Openpit,Operating,J00530,Greenbushes Tantalum,116.059889999999996,-33.855791000000004,413035,6253436,50,Ta Li Sn Ta2O5 SnO2,Speciality metal,TIN - TANTALUM - LITHIUM,Cornwall Primary Pegmatite,N,,N,,Operating Mine,Public,2130,BRIDGETOWN,SI50-06,COLLIE,"BRIDGETOWN-GREENBUSHES, SHIRE OF","SOUTH WEST, Development Region",1,GREENBUSHES M.F.,South West Terrane,20260112
S0001331,Koolyanobbing K,Koolyanobbing K,Mine,Openpit,Operating,J00559,Koolyanobbing Iron,119.518609999999995,-30.797027000000000,740986,6590179,50,Fe FeSpec OrnStone,Iron,IRON ORE,Koolyanobbing,N,,N,,Operating Mine,Public,2836,SEABROOK,SH50-12,JACKSON,"YILGARN, SHIRE OF","WHEATBELT, Development Region",77,YILGARN M.F.,Youanmi Terrane,20260112
S0001346,Wheelarra 4,Wheelarra 4,Mine,Openpit,Operating,J00573,Jimblebar-Wheelarra-Hashimoto / BHPB,120.137110000000007,-23.380316000000001,207351,7411475,51,Fe,Iron,IRON ORE,Wheelarra 4,N,,N,,Operating Mine,Public,2951,MURRAMUNDA,SF51-13,ROBERTSON,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",52,PEAK HILL M.F.,Hamersley Basin,20260112
S0001385,Tom Price,Tom Price Main and Remnants,Mine,Openpit,Operating,J03928,Tom Price / Rio Tinto,117.776105000000001,-22.769333000000000,579673,7481806,50,Fe,Iron,IRON ORE,Tom Price,N,,N,,Operating Mine,Public,2452,MOUNT LIONEL,SF50-11,MOUNT BRUCE,"ASHBURTON, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20260112
S0001387,Sec 17 Main West,Turner Syncline Section 17 Main West,Mine,Openpit,Operating,J00609,Turner Syncline West,117.469122999999996,-22.721738999999999,548175,7487207,50,Fe,Iron,IRON ORE,Section 17 - Turner Syncline,N,,Y,,Operating Mine,Public,2352,ROCKLEA,SF50-11,MOUNT BRUCE,"ASHBURTON, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20260112
S0001388,Turner Syncline Sec 10,Turner Syncline Section 10,Mine,Openpit,Operating,J00609,Turner Syncline West,117.586314000000002,-22.662196000000002,560235,7493755,50,Fe,Iron,IRON ORE,Western Turner Syncline,N,,N,,Operating Mine,Public,2452,MOUNT LIONEL,SF50-11,MOUNT BRUCE,"ASHBURTON, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20260112
S0001395,Munda Gold,Munda Gold,Mine,Openpit,Operating,J02853,Widgiemooltha Gold,121.530908999999994,-31.502883000000001,360486,6513729,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3234,COWAN,SH51-14,WIDGIEMOOLTHA,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20260112
S0001402,Mt Whaleback,Mt Whaleback,Mine,Openpit,Operating,J00623,Newman / BHPB,119.675409999999999,-23.365347000000000,773505,7413501,50,Fe,Iron,IRON ORE,Mt Whaleback,N,,Y,,Operating Mine,Public,2851,NEWMAN,SF50-16,NEWMAN,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",52,PEAK HILL M.F.,Hamersley Basin,20260112
