WELL_NAME,UWI,BASIN,LEASE_NO,LONG,LAT,OPERATOR,CLASS,STATUS,FIELD,SPUD_DATE,RIG_RELEASE_DATE,EXTRACT_DATE
John Brookes 4,W002763,Northern Carnarvon,WA-29-L,115.120165,-20.447327,Apache Northwest Pty Ltd,DEV,P&A,John Brookes,20050512,20050820,20260417
Jingemia 7,W002765,Perth,L 2,114.97743,-29.322406,Arc Energy Limited,DEV,P&A,Jingemia,20050528,20050618,20260417
Thomas Bright 3,W002772,Northern Carnarvon,WA-29-L,115.086893,-20.477505,Apache Northwest Pty Ltd,EXT,P&A GS,John Brookes,20050630,20050718,20260417
Gats 1,W002778,Northern Carnarvon,WA-261-P,116.161591,-20.338641,Apache Northwest Pty Ltd,NFW,P&A,,20050804,20050808,20260417
Jane 2,W002782,Northern Carnarvon,TL/6,115.503128,-20.642476,Apache Northwest Pty Ltd,NFW,P&A OGS,,20050822,20050902,20260417
Jingemia 5,W002791,Perth,L 14,114.988614,-29.338131,Origin Energy Developments Pty Limited,WIW,Shut in,Jingemia,20050922,20051018,20260417
Cliff Head 11WI,W002817,Perth,WA-31-L,114.869992,-29.450119,Roc Oil (WA) Pty Limited,WIW,Service,Cliff Head,20060119,20060721,20260417
PEN 05,W002818,Northern Carnarvon,WA-1-L,116.138025,-19.584016,Woodside Energy Ltd,DEV,G&C,Perseus,20060131,20060809,20260417
Cliff Head 12H,W002820,Perth,WA-31-L,114.870069,-29.450119,Roc Oil (WA) Pty Limited,DEV,O,Cliff Head,20060207,20060721,20260417
Cliff Head 7H,W002826,Perth,WA-31-L,114.870019,-29.450094,Roc Oil (WA) Pty Limited,DEV,O,Cliff Head,20060303,20060721,20260417
Amulet 2,W002847,Northern Carnarvon,WA-8-L,116.981316,-19.491708,Tap (Shelfal) Pty Ltd,EXT,P&A OS,,20060609,20060621,20260417
Nero 2,W002864,Northern Carnarvon,EP 441,115.031835,-21.255913,Apache Northwest Pty Ltd,NFW,P&A,,20060905,20060914,20260417
Nero 2 ST1,W002864,Northern Carnarvon,EP 441,115.031835,-21.255913,Apache Northwest Pty Ltd,NFW,P&A,,20060917,20060923,20260417
Xena 1,W002865,Northern Carnarvon,WA-350-P,115.216332,-19.96529,Woodside Pluto Pty Ltd,NFW,P&A GS,Xena,20060905,20061003,20260417
Xena 1 ST1,W002865,Northern Carnarvon,WA-350-P,115.216332,-19.96529,Woodside Pluto Pty Ltd,NFW,P&A GS,Xena,20060910,20061003,20260417
Wanaea 10,W002869,Northern Carnarvon,WA-11-L,116.435752,-19.592337,Woodside Energy Ltd,DEV,P&A,Wanaea,20060916,20061104,20260417
Wanaea 10 ST1,W002869,Northern Carnarvon,WA-11-L,116.435752,-19.592337,Woodside Energy Ltd,DEV,P&A,Wanaea,20061016,20061104,20260417
Hector 1,W002873,Northern Carnarvon,TL/6,115.515243,-20.679618,Apache Northwest Pty Ltd,NFW,P&A,,20061003,20061025,20260417
Prelude 1,W002884,Browse,WA-371-P,123.341904,-13.819431,Shell Development (Australia) Proprietary Limited,EXT,P&A GS,Prelude,20061113,20070330,20260417
Prelude 1A,W002884,Browse,WA-371-P,123.341904,-13.819431,Shell Development (Australia) Proprietary Limited,EXT,P&A GS,Prelude,20061213,20070330,20260417
GSWA Gneudna 1,W001988,Southern Carnarvon,,115.218036,-23.971479,Geological Survey of Western Australia (GSWA),STR,P&A STR,,19950520,19950531,20260417
Blencathra 1A,W001996,Northern Carnarvon,TP/6,114.429355,-21.571024,BHP Petroleum (Australia) Pty Ltd,NFW,P&A OGS,Blencathra,19950911,19950923,20260417
Blencathra 1,W001996,Northern Carnarvon,TP/6,114.429355,-21.571024,BHP Petroleum (Australia) Pty Ltd,NFW,P&A OGS,Blencathra,19950902,19950909,20260417
Saladin 10H,W002013,Northern Carnarvon,TL/4,115.054128,-21.440237,West Australian Petroleum Pty Limited,DEV,P&A O,Saladin,19951102,19951116,20260417
Saladin 10 ST1 (Redrill),W002013,Northern Carnarvon,TL/4,115.054128,-21.440237,West Australian Petroleum Pty Limited,DEV,P&A O,Saladin,19990101,19990108,20260417
Barrow_F41A,W002024,Northern Carnarvon,L 1H,115.371325,-20.841494,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19960220,19960224,20260417
Perseus 3A,W002028,Northern Carnarvon,WA-1-L,116.107069,-19.522983,Woodside Offshore Petroleum Pty Ltd,EXT,P&A G,Searipple,19960329,19960427,20260417
Perseus 3,W002028,Northern Carnarvon,WA-1-L,116.107069,-19.522983,Woodside Offshore Petroleum Pty Ltd,EXT,P&A G,Searipple,19960324,19960329,20260417
North Gorgon 4,W002029,Northern Carnarvon,WA-2-R,114.841317,-20.341327,West Australian Petroleum Pty Limited,EXT,P&A GS,Gorgon,19960106,19960318,20260417
Rosslyn 1,W002033,Perth,EP 111,115.047425,-29.068661,Victoria International Petroleum NL,NFW,P&A,,19960207,19960218,20260417
Lynx 1A,W002043,Northern Carnarvon,WA-28-P,116.139414,-19.754133,Woodside Offshore Petroleum Pty Ltd,NFW,P&A GS,,19960622,19961007,20260417
Lynx 1,W002043,Northern Carnarvon,WA-28-P,116.139414,-19.754133,Woodside Offshore Petroleum Pty Ltd,NFW,P&A GS,,19960613,19960622,20260417
Skate 7,W002063,Northern Carnarvon,TL/7,114.980156,-21.596973,West Australian Petroleum Pty Limited,DEV,P&A O,Skate,19960826,19960911,20260417
Skate 7 ST1,W002063,Northern Carnarvon,TL/7,114.980156,-21.596973,West Australian Petroleum Pty Limited,DEV,P&A O,Skate,19960903,19960911,20260417
Skate 7 ST2,W002063,Northern Carnarvon,TL/7,114.980156,-21.596973,West Australian Petroleum Pty Limited,DEV,P&A O,Skate,19960904,19960911,20260417
GWA 11,W002078,Northern Carnarvon,WA-5-L,115.929707,-19.652142,Woodside Offshore Petroleum Pty Ltd,DEV,G&C,Goodwyn,19961013,19970218,20260417
Wandoo B3,W002091,Northern Carnarvon,WA-14-L,116.434466,-20.128083,Ampol Exploration Ltd,DEV,O,Wandoo,19961108,19970329,20260417
Wandoo B4,W002092,Northern Carnarvon,WA-14-L,116.434466,-20.128083,Reading & Bates (A) Pty Ltd,DEV,O,Wandoo,19961108,19970421,20260417
Wandoo B 4A,W002092,Northern Carnarvon,WA-14-L,116.434466,-20.128083,Reading & Bates (A) Pty Ltd,DEV,O,Wandoo,19970417,19970421,20260417
Wandoo B8,W002096,Northern Carnarvon,WA-14-L,116.434466,-20.128083,Ampol Exploration Ltd,DEV,O,Wandoo,19961106,19970504,20260417
Scarborough 2,W002046,Northern Carnarvon,WA-1-R,113.186099,-19.903559,Esso Australia Pty Ltd,EXT,P&A G,Scarborough,19960622,19970209,20260417
Barrow_K88A,W002060,Northern Carnarvon,L 1H,115.367768,-20.826778,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19960810,19960814,20260417
Ningbing 2,W002061,Bonaparte,EP 386,128.69045,-15.218617,Amity Oil NL,EXT,P&A OGS,,19960815,19960908,20260417
Barrow_M66A,W002066,Northern Carnarvon,L 1H,115.421624,-20.819603,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19960824,19960827,20260417
Barrow_U22J,W002077,Northern Carnarvon,L 1H,115.425306,-20.746293,West Australian Petroleum Pty Limited,NPW,P&A,Barrow Island,19961001,19961102,20260417
Wandoo B10,W002098,Northern Carnarvon,WA-14-L,116.434466,-20.128084,Ampol Exploration Ltd,DEV,O,Wandoo,19961105,19970515,20260417
Waggon Creek 1A,W002108,Bonaparte,EP 386,128.710615,-15.320229,Amity Oil NL,NFW,P&A GS,,19960611,19960724,20260417
Yaringa East 1,W002116,Southern Carnarvon,EP 378,114.392285,-25.893448,Pace Petroleum Pty Ltd,STR,P&A STR,,19970502,19970520,20260417
BMR Browne 1,W002125,Officer,,125.276369,-25.533052,Geoscience Australia,STR,P&A STR,,19720101,19720101,20260417
BMR Rason 2,W002130,Gunbarrel,,124.046417,-28.553642,Geoscience Australia,STR,P&A STR,,19720101,19720101,20260417
BMR Talbot 5,W002131,Officer,,126.518035,-26.165268,Geoscience Australia,STR,P&A STR,,19720101,19720101,20260417
Wonnich 3,W002143,Northern Carnarvon,TP/8,115.443467,-20.491503,Apache Northwest Pty Ltd,EXT,P&A OGS,Wonnich,19970816,19970825,20260417
Longhorn 1,W002144,Northern Carnarvon,WA-261-P,116.198616,-20.368116,Apache Northwest Pty Ltd,NFW,P&A,,19970827,19970902,20260417
Cornea South 2,W002147,Browse,WA-241-P,124.463512,-13.732169,Shell Development (Australia) Pty Ltd,EXT,P&A OGS,Cornea,19970829,19970909,20260417
Cornea South 2 ST1,W002147,Browse,WA-241-P,124.463512,-13.732169,Shell Development (Australia) Pty Ltd,EXT,P&A OGS,Cornea,19970910,19971008,20260417
Hampton Arms 1 Deepening,W002158,Perth,EP 201,114.74415,-28.968266,Victoria International Petroleum NL,STR,P&A STR,,19950719,19950722,20260417
Plover 3,W002173,Bonaparte,WA-16-P,126.117087,-12.816619,Arco Australia Ltd,EXT,P&A,Petrel,19771213,19780101,20260417
Tourmaline 1,W002177,Northern Carnarvon,EP 361,114.874959,-21.851574,Carnarvon Petroleum NL,NFW,P&A,,19971126,19971203,20260417
Woollybutt 2A,W002188,Northern Carnarvon,WA-234-P,114.906209,-20.917809,British Borneo Australia Ltd,EXT,SUSP O,Woollybutt,19971216,19980115,20260417
Woollybutt 2,W002188,Northern Carnarvon,WA-234-P,114.906209,-20.917809,British Borneo Australia Ltd,EXT,SUSP O,Woollybutt,19971212,19971215,20260417
Woollybutt 2A ST1,W002188,Northern Carnarvon,WA-234-P,114.906209,-20.917809,British Borneo Australia Ltd,EXT,SUSP O,Woollybutt,19971227,19980115,20260417
Barrow_E32A,W002208,Northern Carnarvon,L 1H,115.407732,-20.836635,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19971025,19971028,20260417
Marley 1,W002810,Northern Carnarvon,TL/5,115.690313,-20.424616,Apache Northwest Pty Ltd,NFW,P&A,,20051209,20060123,20260417
END 01,W002828,Northern Carnarvon,WA-28-L,113.964219,-21.500982,Woodside Energy Ltd,DEV,SUSP,Enfield,20060312,20060510,20260417
Jingemia 8,W002861,Perth,L 14,114.98923,-29.338965,Origin Energy Developments Pty Limited,DEV,Shut in,Jingemia,20060813,20060911,20260417
Libris 1,W002862,Northern Carnarvon,WA-246-P,116.019093,-20.049193,Apache Northwest Pty Ltd,NFW,P&A OGS,,20060815,20060911,20260417
Libris 1 ST1,W002862,Northern Carnarvon,WA-246-P,116.019093,-20.049193,Apache Northwest Pty Ltd,NFW,P&A OGS,,20060824,20060911,20260417
Tortuga 1,W002863,Northern Carnarvon,TP/9,114.36708,-21.58954,Apache Northwest Pty Ltd,NFW,P&A,,20060825,20060903,20260417
PEN 06,W002866,Northern Carnarvon,WA-1-L,116.138063,-19.583986,Woodside Energy Ltd,DEV,G&C,Perseus,20060915,20061115,20260417
Eremia 6,W002881,Perth,L 1,115.019136,-29.308804,Arc Energy Limited,EXT,P&A O,Eremia,20061109,20061118,20260417
Torosa 1,W002882,Browse,WA-30-R,122.069331,-13.86723,Woodside Energy Ltd,EXT,P&A GS,Torosa,20061105,20061229,20260417
Gobi 1,W002883,Northern Carnarvon,TL/1,115.564407,-20.699337,Apache Northwest Pty Ltd,NFW,P&A OS,,20061108,20061114,20260417
Stybarrow 7H L1,W002886,Northern Carnarvon,WA-255-P,113.828954,-21.495056,BHP Billiton Petroleum (Australia) Pty Ltd,DEV,SUSP O,Stybarrow,20070205,20071122,20260417
Stybarrow 7H,W002886,Northern Carnarvon,WA-255-P,113.828954,-21.495056,BHP Billiton Petroleum (Australia) Pty Ltd,DEV,O,Stybarrow,20061114,20071122,20260417
Torosa 2,W002905,Browse,WA-30-R,122.05252,-13.950342,Woodside Energy Ltd,EXT,P&A GS,Torosa,20070107,20070329,20260417
Eremia 7,W002910,Perth,L 1,115.018736,-29.304431,Arc Energy Limited,DEV,P&A G,Eremia,20070203,20070221,20260417
Rigaudon 1,W002936,Browse,WA-371-P,123.610975,-13.521549,Shell Development (Australia) Proprietary Limited,NFW,P&A,,20070512,20070607,20260417
Drakea 2,W002947,Perth,L 1,115.061241,-29.404909,Arc Energy Limited,NFW,SUSP OGS,,20070605,20070621,20260417
Bambra 8H,W002952,Northern Carnarvon,TL/1,115.637584,-20.575214,Apache Northwest Pty Ltd,DEV,O,Bambra,20070727,20070805,20260417
Bambra 8H L1,W002952,Northern Carnarvon,TL/1,115.637584,-20.575214,Apache Northwest Pty Ltd,DEV,O,Bambra,20070625,20070805,20260417
VNA-2H,W002953,Northern Carnarvon,WA-28-L,114.046752,-21.43964,Woodside Energy Ltd,DEV,O,Vincent,20070702,20090328,20260417
VNA-2H L1,W002953,Northern Carnarvon,WA-28-L,114.046752,-21.43964,Woodside Energy Ltd,DEV,O,Vincent,20071007,20090328,20260417
Calthorpe 1,W002959,Northern Carnarvon,WA-271-P,113.83756,-21.56557,Woodside Energy Ltd,NFW,P&A,,20070616,20080424,20260417
Calthorpe 1A,W002959,Northern Carnarvon,WA-271-P,113.83756,-21.56557,Woodside Energy Ltd,NFW,P&A,,20080406,20080424,20260417
Totem 1,W002961,Northern Carnarvon,WA-191-P,117.007557,-19.468647,Santos Limited,NFW,P&A OS,,20070726,20070810,20260417
