date,time,lat,lng,species,adults,calves,total,location
2010-08-26,11:31,-16.048917,124.257683,HB,2,0,2,
2010-08-26,11:35,-16.051417,124.253233,HB,1,0,1,
2010-08-26,12:03,-16.054317,124.248533,HB,2,1,3,
2010-08-26,12:08,-16.058283,124.242133,HB,1,1,2,
2010-08-26,12:11,-16.061317,124.237283,HB,1,0,1,
2010-08-26,12:17,-16.06505,124.23135,HB,1,1,2,
2010-08-26,12:19,-16.066583,124.2289,HB,1,0,1,
2010-08-26,12:20,-16.068017,-124.226633,HB,1,1,2,
2010-08-26,12:25,-16.071667,-124.220883,HB,2,0,2,
2010-08-26,13:28,-16.1084,124.154367,HB,1,1,2,
2010-08-26,14:03,-16.120267,124.131433,Unknown,0,0,0,
2010-08-26,14:10,-16.128817,124.1152,Unknown,0,0,0,
2010-08-29,13:32,-16.126883,124.04525,Unknown,0,0,0,
2010-08-29,14:03,-16.1287,124.029867,HB,1,1,2,
2010-08-29,14:07,-16.130117,124.021483,HB,1,1,2,
2010-08-29,14:15,-16.132867,124.006517,HB,1,0,1,
2010-08-29,15:02,-16.140467,123.958933,HB,1,1,2,
2010-08-29,15:26,-16.148117,123.900867,HB,1,1,2,
2010-08-29,16:06,-16.152083,123.864383,HB,1,1,2,
2010-08-29,16:20,-16.156567,123.836083,Unknown,0,0,0,
2011-08-15,12:40,-17.890183,122.14925,Unknown,2,0,2,NW
2011-08-15,12:44,-17.872667,122.144083,Unknown,1,0,1,N
2011-08-15,12:55,-17.816167,122.127,Unknown,1,0,1,N
2011-08-15,12:58,-17.799333,122.121833,Unknown,1,0,1,N
2011-08-15,13:07,-17.753833,122.109167,Unknown,1,0,1,W
2011-08-15,13:10,-17.742833,122.107333,Unknown,2,0,2,NW
2011-08-15,13:12,-17.727333,122.102167,Unknown,2,0,1,NW
2011-08-15,13:14,-17.7155,122.0985,Unknown,2,0,2,W
2011-08-15,13:25,-17.669167,122.084167,Unknown,2,0,2,W
2011-08-15,13:36,-17.616833,122.066833,Unknown,1,0,1,NW
2011-08-15,13:39,-17.597333,122.062167,Unknown,1,0,1,W
2011-08-15,13:42,-17.560833,122.0545,Unknown,1,0,1,N
2011-08-15,13:45,-17.555833,122.0535,Unknown,1,0,1,N
2011-08-15,13:52,-17.527667,122.052167,Unknown,2,0,2,SW
2011-08-15,13:55,-17.513833,122.069,Unknown,1,0,1,SE
2011-08-15,14:02,-17.480167,122.056,Unknown,1,0,1,SE
2011-08-15,14:10,-17.439167,122.069,Unknown,2,0,2,N
2011-08-15,14:15,-17.415333,122.076,Unknown,1,0,1,W
2011-08-15,14:21,-17.387833,122.0845,Unknown,1,0,1,WNW
2011-08-15,14:28,-17.361333,122.0925,Unknown,1,0,1,N
2011-08-15,14:31,-17.320667,122.101833,Unknown,1,0,1,W
2011-08-15,14:40,-17.2995,122.107833,Unknown,1,0,1,0
2011-08-15,14:45,-17.274167,122.114333,Unknown,1,0,1,NNW
2011-08-15,14:52,-17.243333,122.122833,Unknown,1,0,1,W
2011-08-15,14:53,-17.236667,122.1245,Unknown,1,0,1,W
2011-08-15,14:58,-17.219833,122.131167,Unknown,2,0,1,W
2011-08-15,15:01,-17.199833,122.136667,Unknown,1,0,1,W
2011-08-15,15:04,-17.184667,122.135667,Unknown,1,0,1,N
2011-08-15,15:10,-17.160333,122.135333,Unknown,1,0,1,W
2011-08-15,15:12,-17.150167,122.135167,Unknown,1,0,1,NW
2011-08-15,15:17,-17.1245,122.1475,Unknown,1,0,1,N
2011-08-15,15:20,-17.116167,122.155,Unknown,2,0,2,W
2011-08-15,15:24,-17.107833,122.1625,Unknown,2,0,2,NE
2011-08-15,15:28,-17.092167,122.176333,Unknown,1,0,1,NW
2011-08-15,15:32,-17.0695,122.19,Unknown,1,0,1,NW
2011-08-15,15:42,-17.035333,122.2075,Unknown,1,0,1,W
2011-08-15,15:47,-17.017,122.218167,Unknown,1,0,1,W
2011-08-15,15:50,-17.0055,122.224833,Unknown,1,0,1,NW
2011-08-15,15:52,-16.9985,122.228833,Unknown,2,0,2,0
2011-08-15,15:55,-16.992167,122.2325,Unknown,1,0,1,NNW
2011-08-15,15:57,-16.981,122.2465,Unknown,2,0,2,W
2011-08-15,16:06,-16.955667,122.281,Unknown,2,0,2,W
2011-08-15,16:14,-16.937333,122.305667,Unknown,4,0,1,0
2011-08-15,16:20,-16.918667,122.329667,Unknown,7,0,2,0
2011-08-15,16:30,-16.897167,122.359333,Unknown,1,0,1,W
2011-08-15,16:35,-16.888167,122.372,Unknown,2,0,2,NW
2011-08-15,16:38,-16.880833,122.383,Unknown,1,0,1,W
2011-08-15,16:45,-16.8615,122.4095,Unknown,2,0,2,W
2011-08-15,16:46,-16.858167,122.414333,Unknown,1,0,1,W
2011-08-15,16:52,-16.84,122.44,Unknown,1,0,1,N
2011-08-15,16:56,-16.829667,122.4525,Unknown,1,0,1,W
2011-08-15,17:13,-16.7805,122.522,Unknown,1,0,1,NE
2011-08-15,17:15,-16.7765,122.545333,Unknown,1,0,1,NNE
2011-08-15,17:16,-16.772667,122.535333,Unknown,1,0,1,W
2011-08-15,17:20,-16.763333,122.547667,Unknown,2,0,1,NE
2011-08-15,17:29,-16.751167,122.601833,Unknown,2,0,1,N
2011-08-16,06:29,-16.728167,122.6505,Unknown,1,0,1,E
2011-08-16,06:31,-16.713833,122.657,Unknown,1,0,1,W
2011-08-16,06:38,-16.685167,122.669833,Unknown,1,0,1,NE
2011-08-16,06:43,-16.6645,122.6795,Unknown,1,0,1,W
2011-08-16,06:47,-16.646667,122.687667,Unknown,1,0,1,N
2011-08-16,06:49,-16.636,122.6925,Unknown,3,0,1,NW
2011-08-16,06:51,-16.628,122.695833,Unknown,1,0,1,NW
2011-08-16,06:54,-16.619667,122.701117,Unknown,3,0,2,W+NW+NW
2011-08-16,06:56,-16.611,122.7065,Unknown,1,0,1,W
2011-08-16,06:59,-16.601,122.7295,Unknown,1,0,1,E
2011-08-16,07:01,-16.592333,122.718833,Unknown,2,0,2,W+NE
2011-08-16,07:04,-16.576833,122.7285,Unknown,1,0,1,E
2011-08-16,07:05,-16.572833,122.731,Unknown,1,0,1,NNE
2011-08-16,07:08,-16.562,122.741167,Unknown,1,0,1,E
2011-08-16,07:17,-16.525333,122.761333,Unknown,1,0,1,NW
2011-08-16,07:19,-16.517333,122.7665,Unknown,1,0,1,N
2011-08-16,07:23,-16.499,122.778,Unknown,1,0,1,E
2011-08-16,07:25,-16.491167,122.783167,Unknown,1,0,1,W
2011-08-16,07:29,-16.476167,122.792167,Unknown,1,0,1,W
2011-08-16,07:31,-16.468333,122.796833,Unknown,1,0,1,N
2011-08-16,07:48,-16.480833,122.8415,Unknown,4,0,3,W
2011-08-16,07:50,-16.39,122.846833,Unknown,1,0,1,NE
2011-08-16,08:21,-16.353333,122.872,Unknown,1,0,1,W
2011-08-16,08:29,-16.3215,122.890333,Unknown,1,0,1,W
2011-08-16,08:35,-16.296833,122.904,Unknown,2,0,1,NE
2011-08-16,08:36,-16.291333,122.907667,Unknown,1,0,1,N
2011-08-16,08:42,-16.265,122.924333,Unknown,1,0,1,E
2011-08-16,08:47,-16.244,122.936,Unknown,1,0,1,W
2011-08-16,08:48,-16.2395,122.9385,Unknown,3,0,2,N+W
2011-08-16,08:54,-16.212833,122.953,Unknown,1,0,1,W
2011-08-16,09:03,-16.176667,122.973333,Unknown,2,0,1,NW
2011-08-16,09:04,-16.170833,122.976167,Unknown,1,0,1,NE
2011-08-16,09:09,-16.152167,122.987167,Unknown,1,0,1,N
2011-08-16,09:15,-16.125,122.9995,Unknown,2,0,1,NW+W
2011-08-16,09:18,-16.110167,122.999517,Unknown,1,0,1,NW
2011-08-16,09:22,-16.094667,122.999533,Unknown,1,0,1,W
2011-08-16,09:30,-16.061283,122.99955,Unknown,1,0,1,NW
2011-08-16,10:26,-15.9585,122.999567,Unknown,1,0,1,W
2011-08-16,10:31,-15.9545,122.999583,Unknown,1,0,1,E
2011-08-16,10:32,-15.953333,122.9996,Unknown,1,0,1,W
2011-08-16,10:36,-15.948883,123.186167,Unknown,1,0,1,S
2011-08-16,10:38,-15.947167,123.1945,Unknown,3,0,1,E
2011-08-16,10:40,-15.945333,123.204667,Unknown,1,0,1,E
2011-08-16,10:43,-15.941333,123.2245,Unknown,2,0,1,ENE +SE
2011-08-16,10:45,-15.938833,123.237167,Unknown,2,0,2,SE+NW
2011-08-16,10:47,-15.938133,123.245833,Unknown,2,0,2,E+SE
2011-08-16,10:51,-15.933667,123.266167,Unknown,1,0,1,SE
2011-08-16,10:52,-15.9485,123.274167,Unknown,2,0,1,NE+N
2011-08-16,10:55,-15.929,123.288167,Unknown,3,0,1,SE+NW
2011-08-16,10:57,-15.9265,123.301,Unknown,2,0,1,N+E
2011-08-16,10:59,-15.924667,123.309167,Unknown,2,0,1,NE+NW
2011-08-16,11:02,-15.920833,123.327333,Unknown,1,0,1,NE
2011-08-16,11:03,-15.919,123.336167,Unknown,2,0,1,NNW+SE
2011-08-16,11:06,-15.917167,123.347833,Unknown,1,0,1,SE
2011-08-16,11:41,-15.916333,123.3445,Unknown,2,0,1,S
2011-08-16,11:42,-15.914,123.348,Unknown,2,0,1,W
2011-08-16,11:47,-15.9,123.4,Unknown,1,0,1,NE
2011-08-16,11:49,-15.8945,123.4135,Unknown,1,0,1,N
2011-08-16,11:52,-15.890167,123.425167,Unknown,2,0,1,E
2011-08-16,11:56,-15.881333,123.4475,Unknown,1,0,1,NE
2011-08-16,12:02,-15.870333,123.472667,Unknown,2,0,1,N
2011-08-16,12:05,-15.864,123.489167,Unknown,1,0,1,N
2011-08-16,12:06,-15.861333,123.496333,Unknown,1,0,1,N
2011-08-16,12:17,-15.839833,123.665333,Unknown,1,0,1,NE
2011-08-16,12:31,-15.814,123.6135,Unknown,1,0,1,N
2011-08-16,13:17,-15.782333,123.705333,Unknown,2,0,1,NNW
2011-08-16,13:22,-15.7735,123.728,Unknown,1,0,1,N
2011-08-16,13:29,-15.7595,123.765333,Unknown,2,0,2,NW+NE
2011-08-16,13:33,-15.751167,123.785333,Unknown,2,0,1,N+NW
2011-08-16,13:36,-15.746833,123.796833,Unknown,1,0,1,E
2011-08-16,13:43,-15.734667,123.829333,Unknown,1,0,1,N
2011-08-16,13:46,-15.729383,123.845,Unknown,1,0,1,NW
2011-08-16,13:49,-15.723833,123.8585,Unknown,1,0,1,E
2011-08-16,14:31,-15.654333,123.935167,Unknown,1,0,1,E
2011-08-16,14:39,-15.6235,123.961667,Unknown,1,0,1,S
2011-08-16,15:12,-15.581833,124.0075,Unknown,1,0,1,N
2011-08-16,15:25,-15.567167,124.0675,Unknown,1,0,1,NE
2011-08-16,15:27,-15.563333,124.082833,Unknown,1,0,1,N
2011-08-16,15:30,-15.561,124.091,Unknown,1,0,1,N
2011-08-16,15:41,-15.546667,124.145833,Unknown,2,0,1,NW+E
2011-08-16,15:46,-15.539667,124.173667,Unknown,1,0,1,0
2011-08-16,15:48,-15.523167,124.180167,Unknown,1,0,1,NE
2011-08-16,16:29,-15.5215,124.247333,Unknown,1,0,1,N
2011-08-16,16:31,-15.521167,124.24,Unknown,1,0,1,NE
2011-08-16,16:33,-15.520833,124.266667,Unknown,1,0,1,N
2011-08-16,16:34,-15.5205,124.272167,Unknown,1,0,1,NE
2011-08-16,16:37,-15.520167,124.288667,Unknown,1,0,1,NW
2011-08-16,16:43,-15.519,124.318,Unknown,1,0,1,N
2011-08-16,16:48,-15.517667,124.343833,Unknown,1,0,1,SE
2011-08-16,16:54,-15.516667,124.372167,Unknown,2,0,2,NE+SE
2011-08-16,17:02,-15.516833,124.4155,Unknown,1,0,1,NE
2011-08-18,08:25,-15.512333,124.456333,Unknown,1,0,1,W
2011-08-18,08:26,-15.514,124.450167,Unknown,1,0,1,NNW
2011-08-18,08:30,-15.509833,124.437,Unknown,1,0,1,NNW
2011-08-18,08:32,-15.507333,124.430333,Unknown,1,0,1,NNW
2011-08-18,08:34,-15.505,124.424,Unknown,1,0,1,NW
2011-08-18,08:37,-15.501667,124.413833,Unknown,2,0,1,NW+N
2011-08-18,08:39,-15.499333,124.407,Unknown,1,0,1,N
2011-08-18,08:44,-15.494667,124.393833,Unknown,1,0,1,NE
2011-08-18,09:07,-15.497833,124.3715,Unknown,1,0,1,S
2011-08-18,09:11,-15.5,124.3565,Unknown,1,0,1,N
2011-08-18,09:14,-15.501167,124.348,Unknown,1,0,1,N
2011-08-18,09:17,-15.502833,124.335833,Unknown,1,0,1,NE
2011-08-18,09:20,-15.504,124.327,Unknown,1,0,1,N
2011-08-18,09:21,-15.504833,124.3225,Unknown,1,0,1,NNE
2011-08-18,09:23,-15.505667,124.316667,Unknown,1,0,1,N
2011-08-18,09:24,-15.506333,124.312333,Unknown,1,0,1,NW
2011-08-18,09:27,-15.507667,124.302833,Unknown,1,0,1,S
2011-08-18,09:29,-15.508333,124.298,Unknown,1,0,1,N
2011-08-18,09:30,-15.509167,124.2925,Unknown,1,0,1,NNE
2011-08-18,09:32,-15.51,124.286833,Unknown,2,0,2,S+NW
2011-08-18,09:35,-15.511167,124.279167,Unknown,1,0,1,W
2011-08-18,09:36,-15.511833,124.261833,Unknown,1,0,1,SW
2011-08-18,09:44,-15.515667,124.247667,Unknown,1,0,1,N
2011-08-18,09:46,-15.516833,124.2395,Unknown,1,0,1,SE
2011-08-18,09:49,-15.518,124.231167,Unknown,1,0,1,W
2011-08-18,10:28,-15.506667,124.193,Unknown,2,0,1,NE
2011-08-18,10:30,-15.501333,124.1905,Unknown,2,0,2,NNE
2011-08-18,10:34,-15.491,124.1865,Unknown,2,0,2,E
2011-08-18,10:37,-15.484,124.1835,Unknown,1,0,1,N
2011-08-18,10:41,-15.472667,124.179167,Unknown,1,0,1,NE
2011-08-18,10:47,-15.455167,124.172,Unknown,1,0,1,NNE
2011-08-18,10:48,-15.450833,124.170167,Unknown,1,0,1,NNW
2011-08-18,10:52,-15.4415,124.1665,Unknown,1,0,1,NE
2011-08-18,10:57,-15.426833,124.161,Unknown,2,0,2,NNE
2011-08-18,11:02,-15.413333,124.155833,Unknown,1,0,1,W
2011-08-18,11:58,-15.330833,124.143833,Unknown,1,0,1,NNE
2011-08-18,12:56,-15.228333,124.3175,Unknown,1,0,1,E
2011-08-18,13:25,-15.224833,124.3355,Unknown,1,0,1,E
2011-08-18,13:38,-15.2725,124.320333,Unknown,1,0,1,W
2011-08-18,13:42,-15.285667,124.316,Unknown,1,0,1,NW
2011-08-18,14:16,-15.38,124.301667,Unknown,1,0,1,SE
2011-08-18,14:20,-15.384167,124.313,Unknown,1,0,1,SE
2011-08-18,14:22,-15.386,124.319167,Unknown,1,0,1,S
2011-08-18,14:26,-15.390667,124.332833,Unknown,1,0,1,SW
2011-08-18,14:54,-15.403167,124.3575,Unknown,1,0,1,SE
2011-08-18,15:04,-15.4185,124.389167,Unknown,1,0,1,S
2011-08-18,15:08,-15.4185,124.402167,Unknown,1,0,1,S
2011-08-18,15:14,-15.423833,124.421333,Unknown,1,0,1,E
2011-08-18,15:15,-15.4345,124.425667,Unknown,1,0,1,NE
2011-08-18,15:47,-15.457167,124.457167,Unknown,1,0,1,S
2011-08-19,09:12,-15.5125,124.384333,Unknown,1,0,1,SW
2011-08-19,09:14,-15.52,124.381667,Unknown,1,0,1,W
2011-08-19,09:30,-15.574,124.365,Unknown,2,0,1,S
2011-08-19,09:35,-15.591933,124.364667,Unknown,1,0,1,SW
2011-08-19,09:41,-15.606833,124.3755,Unknown,1,0,1,SW
2011-08-19,12:06,-15.694667,124.340667,Unknown,2,0,1,E
2011-08-19,12:10,-15.708833,124.345,Unknown,2,0,1,S+SW
2011-08-19,12:15,-15.729667,124.351833,Unknown,1,0,1,SW
2011-08-19,12:24,-15.761,124.363167,Unknown,1,0,1,E
2011-08-19,12:28,-15.77735,124.3685,Unknown,1,0,1,W
2011-08-19,13:32,-15.8175,124.383167,Unknown,1,0,1,W
2011-08-19,13:35,-15.8275,124.378667,Unknown,1,0,1,NW
2011-08-19,13:42,-15.852167,124.369833,Unknown,1,0,1,SW
2011-08-19,13:48,-15.8745,124.3655,Unknown,1,0,1,S
2011-08-19,13:57,-15.906333,124.371167,Unknown,1,0,1,W
2011-08-19,14:00,-15.377833,124.377833,Unknown,1,0,1,S
2011-08-20,09:17,-16.10885,124.23425,Unknown,1,0,1,W
2011-08-20,09:37,-16.143083,124.172133,Unknown,1,0,1,N
2011-08-20,11:14,-16.13195,123.965767,Unknown,1,0,1,N
2011-08-20,11:49,-16.16635,123.862117,Unknown,1,0,1,
2011-08-21,09:13,-16.122833,123.883333,Unknown,1,0,1,NNW
2011-08-21,09:14,-16.116667,123.886333,Unknown,1,0,1,NW
2011-08-21,09:21,-16.095333,123.896,Unknown,1,0,1,NW
2011-08-21,09:52,-16.0045,123.938333,Unknown,1,0,1,NW
2011-08-21,09:55,-15.997167,123.941167,Unknown,1,0,1,N
2011-08-21,10:05,-15.9675,123.955167,Unknown,1,0,1,NW
2011-08-21,10:39,-15.869167,124.011333,Unknown,1,0,1,E
2011-08-21,10:42,-15.860167,124.0175,Unknown,1,0,1,NE
2011-08-21,10:55,-15.826,124.041,Unknown,1,0,1,N
2011-08-21,10:57,-15.821,124.0445,Unknown,1,0,1,NW
2011-08-21,10:59,-15.817667,124.049,Unknown,1,0,1,NE
2011-08-21,11:02,-15.729,124.055667,Unknown,2,0,1,NW+W
2011-08-21,11:23,-15.813833,124.104333,Unknown,1,0,1,E
2011-08-21,11:28,-15.817667,124.12,Unknown,1,0,1,NE
2011-08-21,11:45,-15.811167,124.1435,Unknown,1,0,1,N
2011-08-21,11:46,-15.809667,124.145667,Unknown,2,0,1,SE+E
2011-08-21,11:47,-15.807333,124.148833,Unknown,2,0,1,NW+E
2011-08-21,11:48,-15.804167,124.152833,Unknown,2,0,2,N
2011-08-21,11:50,-15.800833,124.157,Unknown,1,0,1,NW
2011-08-21,11:52,-15.7965,124.162833,Unknown,1,0,1,N
2011-08-21,11:57,-15.787,124.176333,Unknown,1,0,1,NW
2011-08-21,11:59,-15.782,124.1835,Unknown,1,0,1,N
2011-08-21,12:01,-15.779333,124.187333,Unknown,2,0,1,SE
2011-08-21,12:07,-15.766833,124.204667,Unknown,1,0,1,WNW
2011-08-21,12:41,-15.6995,124.297,Unknown,0,0,0,0
2011-08-21,16:02,-15.710833,124.3905,Unknown,0,0,0,0
2011-08-21,16:06,-15.701333,124.379167,Unknown,1,0,1,W
2011-08-21,16:11,-15.687667,124.3675,Unknown,1,0,1,NW
2011-08-21,16:20,-15.654,124.363667,Unknown,1,0,1,NW
2011-08-21,16:21,-15.648667,124.364167,Unknown,1,0,1,NW
2011-08-21,16:26,-15.6305,124.365833,Unknown,1,0,1,NW
2011-08-21,16:46,-15.600833,124.375667,Unknown,1,0,1,W
2011-08-21,16:49,-15.5915,124.380667,Unknown,1,0,1,W
2011-08-21,16:50,-15.589333,124.382,Unknown,2,0,1,N
2011-08-21,16:51,-15.584333,124.385333,Unknown,1,0,1,W
2011-08-21,16:53,-15.5785,124.389,Unknown,1,0,1,NW
2011-08-21,16:55,-15.571333,124.393333,Unknown,1,0,1,NW
2011-08-21,17:00,-15.5565,124.402,Unknown,1,0,1,N
2011-08-21,17:02,-15.550333,124.4045,Unknown,1,0,1,W
2011-08-21,17:05,-15.540333,124.407833,Unknown,1,0,1,N
2011-08-21,17:06,-15.538,124.4105,Unknown,1,0,1,N
2011-08-22,10:21,-15.4959,124.382,Unknown,2,0,2,S
2011-08-22,10:24,-15.497667,124.370667,Unknown,2,0,2,SE
2011-08-22,10:26,-15.4985,124.366667,Unknown,1,0,1,NW
2011-08-22,11:05,-15.5215,124.227,Unknown,1,0,1,SE
2011-08-22,11:09,-15.5235,124.214167,Unknown,1,0,1,NW
2011-08-22,11:11,-15.524667,124.206167,Unknown,1,0,1,W
2011-08-22,11:42,-15.490333,124.183517,Unknown,2,0,2,E
2011-08-22,11:55,-15.451467,124.16825,Unknown,2,0,2,E
2011-08-22,11:57,-15.443,124.164833,Unknown,1,0,1,E
2011-08-22,11:59,-15.436167,124.1625,Unknown,1,0,1,NE
2011-08-22,12:12,-15.398833,124.148,Unknown,1,0,1,E
2011-08-22,12:17,-15.384,124.142167,Unknown,1,0,1,NNW
2011-08-22,12:18,-15.379667,124.1405,Unknown,1,0,1,NW
2011-08-22,12:20,-15.374833,124.1385,Unknown,1,0,1,SE
2011-08-22,12:30,-15.343833,124.1265,Unknown,1,0,1,ESE
2011-08-22,13:55,-15.239667,124.2975,Unknown,1,0,1,NE
2011-08-22,15:01,-15.333833,124.302667,Unknown,1,0,1,W
2011-08-22,15:12,-15.3686,124.28355,Unknown,1,0,1,SSE
2011-08-22,15:23,-15.383167,124.31695,Unknown,1,0,1,SE
2011-08-22,16:13,-15.421133,124.39715,Unknown,1,0,1,NE
2011-08-22,16:16,-15.424567,124.404983,Unknown,1,0,1,S
2011-08-22,16:20,-15.431333,124.4205,Unknown,1,0,1,E
2011-08-22,16:24,-15.437,124.433667,Unknown,1,0,1,SSE
2011-08-23,06:47,-15.525833,124.43,Unknown,1,0,1,NW
2011-08-23,06:49,-15.516333,124.422667,Unknown,1,0,1,N
2011-08-23,06:55,-15.495167,124.3955,Unknown,2,0,1,W+S
2011-08-23,06:57,-15.4935,124.391833,Unknown,1,0,1,SW
2011-08-23,07:14,-15.493833,124.378833,Unknown,1,0,1,SE
2011-08-23,07:16,-15.4955,124.369667,Unknown,1,0,1,SW
2011-08-23,07:18,-15.4965,124.364833,Unknown,1,0,1,S
2011-08-23,07:22,-15.499167,124.35,Unknown,1,0,1,N
2011-08-23,07:24,-15.500667,124.343,Unknown,1,0,1,SW
2011-08-23,07:32,-15.506167,124.313333,Unknown,1,0,1,N
2011-08-23,07:50,-15.526333,124.216667,Unknown,1,0,1,SW
2011-08-23,08:26,-15.538167,124.148667,Unknown,1,0,1,SSE
2011-08-23,08:36,-15.555333,124.096,Unknown,3,0,1,W+WSW
2011-08-23,08:50,-15.577,124.0335,Unknown,1,0,1,S
2011-08-23,08:54,-15.582,124.024667,Unknown,1,0,1,SE
2011-08-23,09:21,-15.619333,124.015167,Unknown,4,0,1,SW
2011-08-23,09:27,-15.638333,123.959667,Unknown,5,0,2,S
2011-08-23,09:33,-15.662333,123.9435,Unknown,2,0,1,NW
2011-08-23,09:36,-15.673333,123.924667,Unknown,1,0,1,N
2011-08-23,09:37,-15.677167,123.914833,Unknown,1,0,1,SSE
2011-08-23,09:40,-15.6875,123.911,Unknown,1,0,1,S
2011-08-23,09:42,-15.696833,123.696833,Unknown,2,0,2,SW
2011-08-23,09:43,-15.702,123.891167,Unknown,1,0,1,S
2011-08-23,10:09,-15.730767,123.835833,Unknown,1,0,1,SW
2011-08-23,10:27,-15.7655,123.747333,Unknown,2,0,2,W
2011-08-23,10:29,-15.768,123.7415,Unknown,2,0,2,NW
2011-08-23,10:40,-15.785667,123.695167,Unknown,1,0,1,SE
2011-08-23,11:40,-15.86505,123.5,Unknown,1,0,1,SW
2011-08-23,11:46,-15.877667,123.4705,Unknown,1,0,1,SW
2011-08-23,11:53,-15.889333,123.4495,Unknown,1,0,1,NW
2011-08-23,11:59,-15.8995,123.4225,Unknown,1,0,1,SW
