X,Y,OBJECTID,TREE_ID,DATE_PLANTED,SUBURB,BOTANICAL_NAME,COMMON_NAME,FAMILY,TREE_HEIGHT,RARE_SPECIES,HISTORIC_SIGNIFICANCE,COMMUNITY_SIGNIFICANCE,SIGNIFICANT_GROUP,RETIRED
12897759.4798,-3756667.506,5844,6497,2019/05/10 03:21:45+00,PERTH,Melaleuca quinquenervia,Broad Leaved Paperbark,Myrtaceae,,No,No,No,No,
12897750.35,-3756662.9133,5845,6498,2019/05/10 03:23:43+00,PERTH,Melaleuca quinquenervia,Broad Leaved Paperbark,Myrtaceae,,No,No,No,No,
12897704.0379,-3756636.5462,5847,6500,2019/05/10 03:19:28+00,PERTH,Melaleuca quinquenervia,Broad Leaved Paperbark,Myrtaceae,,No,No,No,No,
12897690.7916,-3756629.993,5848,6501,2019/05/10 03:23:10+00,PERTH,Melaleuca quinquenervia,Broad Leaved Paperbark,Myrtaceae,,No,No,No,No,
12897720.1876,-3756627.369,5850,6503,2019/05/10 03:23:10+00,PERTH,Melaleuca quinquenervia,Broad Leaved Paperbark,Myrtaceae,,No,No,No,No,
12897698.2513,-3756615.0326,5851,6504,2019/05/10 03:21:27+00,PERTH,Melaleuca quinquenervia,Broad Leaved Paperbark,Myrtaceae,,No,No,No,No,
12897675.5473,-3756622.2473,5852,6505,2019/05/10 03:24:06+00,PERTH,Melaleuca quinquenervia,Broad Leaved Paperbark,Myrtaceae,,No,No,No,No,
12897757.0313,-3756693.6186,5859,6512,2019/05/10 03:20:51+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12897748.3506,-3756709.2289,5860,6513,2019/05/10 03:21:14+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12897731.9826,-3756738.3539,5862,6515,2019/05/10 03:23:10+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12897866.5724,-3756827.4316,5866,6519,2008/01/01 00:00:00+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12897820.9311,-3756880.8367,5867,6522,2019/05/10 03:19:45+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12897792.987,-3756848.5576,5868,6523,2019/05/10 03:19:45+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12897815.3621,-3756893.2972,5869,6524,2019/05/10 03:23:25+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12897810.2369,-3756904.1885,5870,6525,2019/05/10 03:21:27+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12897794.547,-3756932.5283,5871,6526,2019/05/10 03:21:14+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12897789.4217,-3756943.4078,5872,6527,2019/05/10 03:22:48+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12897783.855,-3756952.8628,5873,6528,2019/05/10 03:19:45+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12897778.7385,-3756840.2899,5874,6529,2019/05/10 03:21:14+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12897748.571,-3756824.6835,5875,6530,2019/05/10 03:22:22+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12897737.8844,-3756819.4351,5876,6531,2019/05/10 03:23:10+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12897804.3438,-3756853.8012,5877,6532,2019/05/10 03:23:43+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12897867.8997,-3756889.0947,5879,6534,2019/05/10 03:20:38+00,PERTH,Platanus orientalis 'Digitata',Cut Leaf Oriental Plane,Platanaceae,,No,No,No,No,
12897888.2742,-3756899.4623,5880,6535,2019/05/10 03:20:51+00,PERTH,Platanus orientalis 'Digitata',Cut Leaf Oriental Plane,Platanaceae,,No,No,No,No,
12897940.0349,-3756927.8034,5883,6538,2019/05/10 03:23:10+00,PERTH,Platanus orientalis,Oriental Plane,Platanaceae,,No,No,No,No,
12897948.5044,-3756931.4781,5884,6539,2019/05/10 03:20:21+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,,No,,,
12897944.0449,-3756682.339,5885,6540,2007/04/04 00:00:00+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12897939.0392,-3756692.9594,5886,6541,2008/01/01 00:00:00+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12897932.3604,-3756704.7689,5887,6542,2019/05/10 03:23:25+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12897925.564,-3756719.4645,5888,6543,2019/05/10 03:23:10+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12897918.4397,-3756730.2163,5889,6544,2019/05/10 03:22:48+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12897912.4352,-3756742.5537,5890,6545,2019/05/10 03:20:51+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12897906.9782,-3756751.7375,5891,6546,2019/05/10 03:23:25+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12897901.4091,-3756762.3638,5892,6547,2019/05/10 03:23:43+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12897894.5067,-3756773.2481,5893,6548,2019/05/10 03:21:14+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12897889.7215,-3756785.0658,5894,6549,2019/05/10 03:24:06+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12897882.4834,-3756796.4792,5895,6550,2019/05/10 03:19:28+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898073.4043,-3756775.7488,5896,6555,2019/05/10 03:21:45+00,PERTH,Agonis flexuosa,WA Peppermint,Myrtaceae,,No,No,No,No,
12898060.9322,-3756800.1468,5898,6557,2019/05/10 03:21:45+00,PERTH,Agonis flexuosa,WA Peppermint,Myrtaceae,,No,No,No,No,
12898016.8521,-3756838.9792,5899,6558,2019/05/10 03:20:38+00,PERTH,Agonis flexuosa,WA Peppermint,Myrtaceae,,No,No,No,No,
12898075.3992,-3756669.2162,5902,6564,2019/05/10 03:21:14+00,PERTH,Lophostemon confertus,Queensland Box,Myrtaceae,,No,No,No,No,
12897842.3768,-3756399.2266,5905,6589,2009/01/01 00:00:00+00,PERTH,Angophora costata,Sydney Red Gum,Myrtaceae,,No,No,No,No,
12897858.0241,-3756407.4258,5906,6590,2009/01/01 00:00:00+00,PERTH,Corymbia maculata,Spotted Gum,Myrtaceae,,No,No,No,No,
12897362.3993,-3756186.0469,5909,6593,2019/05/10 03:23:10+00,Northbridge,Zelkova serrata,Keaki,Ulmaceae,,,No,No,No,
12897355.7244,-3756198.3764,5910,6594,2007/01/01 00:00:00+00,Northbridge,Zelkova serrata,Keaki,Ulmaceae,,,No,No,No,
12897348.8262,-3756210.7033,5911,6595,2007/01/01 00:00:00+00,Northbridge,Ulmus parvifolia,Chinese Elm,Ulmaceae,,No,No,No,No,
12897743.445,-3756958.2343,5912,6596,2019/05/10 03:22:48+00,PERTH,Corymbia maculata,Spotted Gum,Myrtaceae,,No,No,No,No,
12897732.0965,-3756954.0439,5913,6597,2019/05/10 03:24:06+00,PERTH,Corymbia maculata,Spotted Gum,Myrtaceae,,No,No,No,No,
12897720.9674,-3756949.3115,5914,6598,2019/05/10 03:20:21+00,PERTH,Corymbia maculata,Spotted Gum,Myrtaceae,,No,No,No,No,
12897708.6017,-3756943.9389,5915,6599,2019/05/10 03:19:45+00,PERTH,Corymbia maculata,Spotted Gum,Myrtaceae,,No,No,No,No,
12897591.3912,-3756911.0118,5919,6603,2019/05/10 03:22:48+00,PERTH,Corymbia maculata,Spotted Gum,Myrtaceae,,No,No,No,No,
12897584.4813,-3756906.8089,5920,6604,2019/05/10 03:22:48+00,PERTH,Corymbia maculata,Spotted Gum,Myrtaceae,,No,No,No,No,
12897565.0005,-3756895.5275,5921,6605,2019/05/10 03:22:22+00,PERTH,Corymbia maculata,Spotted Gum,Myrtaceae,,No,No,No,No,
12897546.1943,-3756886.6078,5922,6606,2019/05/10 03:23:10+00,PERTH,Corymbia maculata,Spotted Gum,Myrtaceae,,No,No,No,No,
12896669.9944,-3757442.6244,5924,6608,2019/05/10 03:19:45+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,Yes,
12896688.7008,-3757450.8939,5925,6609,2019/05/10 03:23:10+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,Yes,
12896700.3837,-3757454.6986,5926,6610,2019/05/10 03:19:28+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12896716.3029,-3757462.9621,5927,6611,2019/05/10 03:20:51+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,Yes,Yes,
12896727.5499,-3757465.7207,5928,6612,2019/05/10 03:21:45+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,Yes,
12896749.3673,-3757471.8814,5929,6613,2019/05/10 03:19:28+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,Yes,
12896848.6669,-3757509.7991,5930,6614,2019/05/10 03:21:45+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12896876.2702,-3757517.1454,5932,6616,2019/05/10 03:21:27+00,PERTH,Platanus x acerifolia,London Plane,Platanaceae,,No,No,Yes,Yes,
12899790.6192,-3757045.7525,5933,6617,2019/05/10 03:24:06+00,East Perth,Corymbia calophylla,Marri,Myrtaceae,,No,No,No,No,
12899751.6551,-3757045.6199,5934,6618,2019/05/10 03:20:51+00,East Perth,Corymbia calophylla,Marri,Myrtaceae,,No,No,No,No,
12899784.7115,-3757046.0107,5935,6619,2019/05/10 03:24:19+00,East Perth,Corymbia calophylla,Marri,Myrtaceae,,No,No,No,No,
12899797.9576,-3757046.1365,5936,6620,2019/05/10 03:24:19+00,East Perth,Corymbia calophylla,Marri,Myrtaceae,,No,No,No,No,
12899875.995,-3756875.1913,5937,6624,2019/05/10 03:21:58+00,EAST PERTH,Brachychiton rupestris,Queensland Bottle Tree,Malvaceae,,,No,No,No,
12899901.1509,-3756866.5304,5948,6636,2019/05/10 03:22:22+00,East Perth,Corymbia citriodora,Lemon Scented Gum,Myrtaceae,,No,No,No,No,
12899906.1602,-3756854.4656,5949,6637,2019/05/10 03:20:21+00,East Perth,Corymbia citriodora,Lemon Scented Gum,Myrtaceae,,No,No,No,No,
12899899.2659,-3756882.6746,5950,6638,2019/05/10 03:24:06+00,East Perth,Corymbia citriodora,Lemon Scented Gum,Myrtaceae,,No,No,No,No,
12899904.4914,-3756893.0353,5951,6639,2019/05/10 03:22:22+00,East Perth,Corymbia citriodora,Lemon Scented Gum,Myrtaceae,,No,No,No,No,
12899917.5182,-3756884.2484,5952,6640,2007/06/28 00:00:00+00,East Perth,Corymbia maculata,Spotted Gum,Myrtaceae,,No,No,No,No,
12899912.8397,-3756902.8722,5953,6641,2019/05/10 03:21:27+00,East Perth,Corymbia citriodora,Lemon Scented Gum,Myrtaceae,,No,No,No,No,
12899925.2043,-3756906.5504,5954,6642,2019/05/10 03:23:10+00,East Perth,Corymbia citriodora,Lemon Scented Gum,Myrtaceae,,No,No,No,No,
12899918.6284,-3756889.6203,5955,6643,2019/05/10 03:22:48+00,East Perth,Corymbia citriodora,Lemon Scented Gum,Myrtaceae,,No,No,No,No,
12899925.4224,-3756892.8974,5956,6644,2019/05/10 03:23:10+00,East Perth,Corymbia citriodora,Lemon Scented Gum,Myrtaceae,,No,No,No,No,
12899928.8695,-3756891.0638,5957,6645,2019/05/10 03:21:27+00,East Perth,Corymbia citriodora,Lemon Scented Gum,Myrtaceae,,No,No,No,No,
12899930.5402,-3756887.2589,5958,6646,2019/05/10 03:23:25+00,East Perth,Corymbia citriodora,Lemon Scented Gum,Myrtaceae,,No,No,No,No,
12899928.4314,-3756882.6696,5959,6647,2019/05/10 03:21:27+00,East Perth,Corymbia citriodora,Lemon Scented Gum,Myrtaceae,,No,No,No,No,
12899923.6376,-3756882.2767,5960,6648,2019/05/10 03:21:14+00,East Perth,Corymbia citriodora,Lemon Scented Gum,Myrtaceae,,No,No,No,No,
12899937.8942,-3756888.9682,5961,6649,2019/05/10 03:22:48+00,East Perth,Corymbia citriodora,Lemon Scented Gum,Myrtaceae,,No,No,No,No,
12899934.5555,-3756901.0387,5962,6650,2019/05/10 03:21:45+00,East Perth,Corymbia citriodora,Lemon Scented Gum,Myrtaceae,,No,No,No,No,
12899801.5244,-3756880.7012,5963,6651,2019/05/10 03:24:06+00,EAST PERTH,Jacaranda mimosifolia,Jacaranda,Bignoniaceae,,No,No,No,No,
12899791.0646,-3756880.6991,5964,6652,2019/05/10 03:22:48+00,EAST PERTH,Jacaranda mimosifolia,Jacaranda,Bignoniaceae,,No,No,No,No,
12899802.527,-3756869.1508,5965,6653,2019/05/10 03:23:43+00,EAST PERTH,Jacaranda mimosifolia,Jacaranda,Bignoniaceae,,No,No,No,No,
12899863.9772,-3756752.7859,5966,6654,2019/05/10 03:20:38+00,East Perth,Cinnamomum camphora,Camphor Laurel,Lauraceae,,No,No,No,No,
12899862.4182,-3756744.7827,5967,6655,2019/05/10 03:20:38+00,East Perth,Cinnamomum camphora,Camphor Laurel,Lauraceae,,No,No,No,No,
12899848.1651,-3756744.3863,5968,6656,2019/05/10 03:19:28+00,East Perth,Cinnamomum camphora,Camphor Laurel,Lauraceae,,No,No,No,No,
12899850.282,-3756752.916,5969,6657,2019/05/10 03:24:19+00,East Perth,Cinnamomum camphora,Camphor Laurel,Lauraceae,,No,No,No,No,
12899838.0384,-3756745.0502,5970,6658,2019/05/10 03:24:06+00,East Perth,Fraxinus oxycarpa 'Raywoodii',Claret Ash,Oleaceae,,No,No,No,No,
12899842.0449,-3756753.0435,5971,6659,2019/05/10 03:21:14+00,East Perth,Fraxinus oxycarpa 'Raywoodii',Claret Ash,Oleaceae,,No,No,No,No,
12899832.4689,-3756753.0504,5972,6660,2019/05/10 03:21:14+00,East Perth,Fraxinus oxycarpa 'Raywoodii',Claret Ash,Oleaceae,,No,No,No,No,
12899827.4648,-3756744.7865,5973,6661,2019/05/10 03:19:28+00,East Perth,Fraxinus oxycarpa 'Raywoodii',Claret Ash,Oleaceae,,No,No,No,No,
12899824.1263,-3756753.0467,5974,6662,2019/05/10 03:20:51+00,East Perth,Fraxinus oxycarpa 'Raywoodii',Claret Ash,Oleaceae,,No,No,No,No,
12899815.8809,-3756753.0439,5975,6663,2019/05/10 03:23:10+00,East Perth,Fraxinus oxycarpa 'Raywoodii',Claret Ash,Oleaceae,,No,No,No,No,
12899809.9891,-3756745.173,5976,6664,2019/05/10 03:22:48+00,East Perth,Fraxinus oxycarpa 'Raywoodii',Claret Ash,Oleaceae,,No,No,No,No,
12899818.226,-3756745.0456,5977,6665,2019/05/10 03:19:45+00,East Perth,Fraxinus oxycarpa 'Raywoodii',Claret Ash,Oleaceae,,No,No,No,No,
12899808.6466,-3756752.9214,5978,6666,2019/05/10 03:19:28+00,East Perth,Fraxinus oxycarpa 'Raywoodii',Claret Ash,Oleaceae,,No,No,No,No,
12899800.3042,-3756752.9176,5979,6667,2019/05/10 03:22:22+00,East Perth,Fraxinus oxycarpa 'Raywoodii',Claret Ash,Oleaceae,,No,No,No,No,
12899793.2861,-3756741.2366,5980,6668,2019/05/10 03:20:51+00,East Perth,Ficus microcarpa var hillii,Hill's Fig,,,,No,,,
12899793.9536,-3756756.5908,5981,6669,2019/05/10 03:21:58+00,East Perth,Ficus microcarpa var hillii,Hill's Fig,,,,No,,,
12899803.3041,-3756768.1419,5983,6671,2019/05/10 03:20:21+00,East Perth,Fraxinus oxycarpa 'Raywoodii',Claret Ash,Oleaceae,,No,No,No,No,
12899811.7625,-3756771.0224,5984,6672,2019/05/10 03:24:06+00,East Perth,Fraxinus oxycarpa 'Raywoodii',Claret Ash,Oleaceae,,No,No,No,No,
12899818.4467,-3756731.1444,5985,6673,2019/05/10 03:20:21+00,East Perth,Corymbia maculata,Spotted Gum,Myrtaceae,,,No,,,
12899823.2293,-3756726.9461,5986,6674,2019/05/10 03:21:14+00,East Perth,Corymbia maculata,Spotted Gum,Myrtaceae,,No,No,No,No,
12899827.5765,-3756723.5361,5987,6675,2019/05/10 03:24:06+00,East Perth,Corymbia ficifolia,Red Flowering Gum,Myrtaceae,,No,No,No,No,
12899828.7965,-3756729.5598,5989,6677,2019/05/10 03:21:45+00,East Perth,Corymbia maculata,Spotted Gum,Myrtaceae,,No,No,No,No,
12899828.5723,-3756736.2548,5990,6678,2019/05/10 03:21:45+00,East Perth,Corymbia maculata,Spotted Gum,Myrtaceae,,,No,,,
12895442.3637,-3756359.2069,5991,6679,2019/05/10 03:23:43+00,West Perth,Eucalyptus rudis,Flooded Gum,Myrtaceae,,No,No,No,No,
12895524.5141,-3756339.1347,5992,6680,2019/05/10 03:21:45+00,WEST PERTH,Pyrus ussuriensis,Manchurian Pear,Rosaceae,,No,No,No,No,
12895509.2715,-3756333.2323,5993,6681,2019/05/10 03:22:22+00,WEST PERTH,Pyrus ussuriensis,Manchurian Pear,Rosaceae,,No,No,No,No,
12895466.1907,-3756316.8312,5994,6682,2019/05/10 03:24:19+00,WEST PERTH,Pyrus ussuriensis,Manchurian Pear,Rosaceae,,No,No,No,No,
12895476.6227,-3756332.5533,5995,6683,2019/05/10 03:23:25+00,West Perth,Washingtonia filifera,Californian Petticoat Palm,Arecaceae,,No,No,No,No,
12895472.2731,-3756332.7964,5996,6684,2019/05/10 03:23:25+00,West Perth,Araucaria columnaris,Cook Island Pine,Araucariaceae,,No,No,No,No,
12895465.7668,-3756335.6636,5997,6685,2019/05/10 03:24:06+00,West Perth,Corymbia citriodora,Lemon Scented Gum,Myrtaceae,,,No,,,
12895463.7417,-3756341.6291,5998,6686,2019/05/10 03:21:27+00,West Perth,Agonis flexuosa,WA Peppermint,Myrtaceae,,No,,No,No,
12895459.1764,-3756352.6549,5999,6687,2019/05/10 03:20:51+00,West Perth,Corymbia citriodora,Lemon Scented Gum,Myrtaceae,,No,No,No,No,
12895460.9546,-3756357.1112,6000,6688,2019/05/10 03:19:45+00,West Perth,Corymbia citriodora,Lemon Scented Gum,Myrtaceae,,No,No,No,No,
12895461.5148,-3756362.8796,6001,6689,2019/05/10 03:19:28+00,West Perth,Corymbia citriodora,Lemon Scented Gum,Myrtaceae,,No,No,No,No,
12895457.3916,-3756361.5692,6002,6690,2019/05/10 03:21:27+00,West Perth,Corymbia citriodora,Lemon Scented Gum,Myrtaceae,,No,No,No,No,
12895482.6896,-3756332.9511,6003,6691,2019/05/10 03:19:45+00,West Perth,Callistemon 'Kings Park Special',Bottlebrush,Myrtaceae,,No,No,No,No,
12895452.7203,-3756362.4892,6004,6692,2019/05/10 03:24:19+00,West Perth,Eucalyptus rudis,Flooded Gum,Myrtaceae,,No,No,No,No,
12895467.6316,-3756364.8504,6007,6695,2019/05/10 03:24:06+00,West Perth,Agonis flexuosa,WA Peppermint,Myrtaceae,,No,No,No,No,
12895450.4804,-3756327.5008,6008,6696,2019/05/10 03:21:45+00,WEST PERTH,Tipuana tipu,Pride of Bolivia,Fabaceae,,No,No,No,No,
12895462.3719,-3756329.4345,6009,6697,2019/05/10 03:20:51+00,WEST PERTH,Corymbia citriodora,Lemon Scented Gum,Myrtaceae,,No,No,No,No,
12896864.3636,-3756425.9868,6010,6730,2019/05/10 03:19:28+00,Northbridge,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12899001.0284,-3756998.6519,6011,6754,2019/05/10 03:20:51+00,East Perth,Jacaranda mimosifolia,Jacaranda,Bignoniaceae,,No,No,No,No,
12899001.1326,-3757005.4689,6012,6755,2019/05/10 03:23:10+00,East Perth,Jacaranda mimosifolia,Jacaranda,Bignoniaceae,,No,No,No,No,
12899012.7126,-3756994.8455,6013,6756,2019/05/10 03:24:06+00,EAST PERTH,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,Yes,
12899025.0693,-3756994.5841,6014,6757,2019/05/10 03:23:25+00,EAST PERTH,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,Yes,Yes,
12899043.8816,-3756993.6566,6015,6758,2019/05/10 03:22:48+00,EAST PERTH,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,Yes,
12899072.3837,-3756992.0849,6016,6759,2019/05/10 03:20:51+00,EAST PERTH,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,Yes,Yes,
12899087.4084,-3756993.011,6017,6760,2019/05/10 03:21:27+00,EAST PERTH,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,Yes,
12899082.9538,-3756982.374,6018,6761,2019/05/10 03:21:45+00,EAST PERTH,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,Yes,
12899070.1572,-3756981.9799,6019,6762,2019/05/10 03:23:25+00,EAST PERTH,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,Yes,Yes,
12899040.5451,-3756982.9011,6020,6763,2019/05/10 03:24:19+00,EAST PERTH,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,Yes,
12899027.7375,-3756983.56,6021,6764,2019/05/10 03:24:06+00,EAST PERTH,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,Yes,Yes,
12899013.1597,-3756983.5616,6022,6765,2019/05/10 03:22:48+00,EAST PERTH,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,Yes,
12898993.5692,-3756997.7337,6023,6774,2019/05/10 03:23:25+00,East Perth,Jacaranda mimosifolia,Jacaranda,Bignoniaceae,,No,No,No,No,
12898992.7908,-3757003.5002,6024,6775,2019/05/10 03:19:45+00,East Perth,Jacaranda mimosifolia,Jacaranda,Bignoniaceae,,No,No,No,No,
12898993.6742,-3757013.8633,6025,6779,2019/05/10 03:21:45+00,East Perth,Jacaranda mimosifolia,Jacaranda,Bignoniaceae,,No,No,No,No,
12899002.0236,-3757013.2051,6026,6780,2019/05/10 03:23:25+00,East Perth,Jacaranda mimosifolia,Jacaranda,Bignoniaceae,,No,No,No,No,
12893434.3818,-3759871.5389,6027,6781,2019/05/10 03:22:22+00,CRAWLEY,Erythrina x sykesii,Flame Tree,Fabaceae,,No,No,No,No,
12893431.8217,-3759858.5509,6028,6782,2019/05/10 03:23:25+00,CRAWLEY,Erythrina x sykesii,Flame Tree,Fabaceae,,No,No,No,No,
12893425.5894,-3759812.3593,6031,6785,2019/05/10 03:20:21+00,CRAWLEY,Erythrina x sykesii,Flame Tree,Fabaceae,,No,No,No,No,
12893423.8529,-3759798.6702,6032,6786,2007/06/15 00:00:00+00,CRAWLEY,Erythrina x sykesii,Flame Tree,Fabaceae,,No,No,No,No,
12893394.7576,-3759756.5844,6036,6790,2019/05/10 03:22:22+00,CRAWLEY,Erythrina x sykesii,Flame Tree,Fabaceae,,No,No,No,No,
12893388.9609,-3759745.5614,6037,6791,2019/05/10 03:24:19+00,CRAWLEY,Erythrina x sykesii,Flame Tree,Fabaceae,,No,No,No,No,
12893385.7048,-3759709.8298,6039,6793,2019/05/10 03:23:25+00,CRAWLEY,Jacaranda mimosifolia,Jacaranda,Bignoniaceae,,,No,,,
12893393.5251,-3759704.3998,6040,6794,2019/05/10 03:21:45+00,CRAWLEY,Erythrina indica,Coral Tree,Fabaceae,,,No,Yes,,
12893409.0901,-3759688.888,6041,6795,2019/05/10 03:20:38+00,CRAWLEY,Agonis flexuosa,WA Peppermint,Myrtaceae,,No,,Yes,No,
12893432.8933,-3759669.7377,6044,6800,2019/05/10 03:20:21+00,CRAWLEY,Erythrina x sykesii,Flame Tree,Fabaceae,,No,No,No,No,
12893583.438,-3759567.8806,6045,6801,2019/05/10 03:21:45+00,CRAWLEY,Agonis flexuosa,WA Peppermint,Myrtaceae,,No,,Yes,No,
12893555.8347,-3759584.5513,6047,6803,2019/05/10 03:23:25+00,CRAWLEY,Corymbia maculata,Spotted Gum,Myrtaceae,,No,No,No,No,
12893535.6849,-3759595.575,6048,6804,2019/05/10 03:23:25+00,CRAWLEY,Corymbia maculata,Spotted Gum,Myrtaceae,,No,No,No,No,
12893513.6431,-3759608.1758,6049,6805,2019/05/10 03:19:28+00,CRAWLEY,Corymbia citriodora,Lemon Scented Gum,Myrtaceae,,No,,Yes,No,
12893501.3987,-3759615.7824,6050,6806,2019/05/10 03:20:38+00,CRAWLEY,Corymbia citriodora,Lemon Scented Gum,Myrtaceae,,No,,Yes,No,
12893624.4033,-3759544.4319,6051,6807,2019/05/10 03:21:14+00,CRAWLEY,Corymbia calophylla,Marri,Myrtaceae,,No,No,No,No,
12893653.4531,-3759531.4221,6052,6808,2019/05/10 03:24:19+00,CRAWLEY,Corymbia calophylla,Marri,Myrtaceae,,No,No,No,No,
12893662.7024,-3759525.8895,6053,6809,2012/06/01 00:00:00+00,Crawley,Corymbia calophylla,Marri,Myrtaceae,,No,No,No,No,
12893737.1875,-3759725.0282,6054,6810,2019/05/10 03:20:38+00,CRAWLEY,Corymbia citriodora,Lemon Scented Gum,Myrtaceae,,No,No,No,No,
12893730.4659,-3759714.161,6055,6811,2019/05/10 03:21:58+00,CRAWLEY,Corymbia citriodora,Lemon Scented Gum,Myrtaceae,,No,No,No,No,
12893725.4025,-3759700.8736,6056,6812,2019/05/10 03:24:06+00,CRAWLEY,Corymbia citriodora,Lemon Scented Gum,Myrtaceae,,No,No,No,No,
12893717.3106,-3759681.9788,6057,6813,2019/05/10 03:23:10+00,CRAWLEY,Corymbia citriodora,Lemon Scented Gum,Myrtaceae,,No,No,No,No,
12893641.2174,-3759550.8289,6059,6815,2019/05/10 03:20:21+00,CRAWLEY,Eucalyptus marginata,Jarrah,Myrtaceae,,No,No,No,No,
12893697.1243,-3759638.8077,6060,6816,2019/05/10 03:20:38+00,CRAWLEY,Eucalyptus robusta,Swamp Mahogany,Myrtaceae,,No,No,No,No,
12893690.5557,-3759629.9779,6061,6817,2019/05/10 03:23:43+00,CRAWLEY,Corymbia calophylla,Marri,Myrtaceae,,No,No,No,No,
12893684.2507,-3759610.2268,6062,6818,2019/05/10 03:20:38+00,CRAWLEY,Eucalyptus robusta,Swamp Mahogany,Myrtaceae,,No,No,No,No,
12893682.5148,-3759605.4618,6063,6819,2019/05/10 03:24:06+00,CRAWLEY,Eucalyptus robusta,Swamp Mahogany,Myrtaceae,,No,No,No,No,
12893668.3742,-3759574.5828,6064,6820,2019/05/10 03:23:10+00,CRAWLEY,Eucalyptus robusta,Swamp Mahogany,Myrtaceae,,No,No,No,No,
12893481.1923,-3759654.4886,6065,6821,2019/05/10 03:22:22+00,CRAWLEY,Eucalyptus grandis,Rose Gum,Myrtaceae,,No,No,Yes,No,
12893486.8021,-3759661.2369,6066,6822,2019/05/10 03:23:25+00,CRAWLEY,Araucaria heterophylla,Norfolk Island Pine,Araucariaceae,,No,No,Yes,No,
12893511.0677,-3759693.6235,6067,6823,2019/05/10 03:23:43+00,CRAWLEY,Corymbia citriodora,Lemon Scented Gum,Myrtaceae,,No,No,Yes,No,
12893545.0384,-3759736.7679,6068,6824,2019/05/10 03:24:19+00,CRAWLEY,Corymbia citriodora,Lemon Scented Gum,Myrtaceae,,No,No,Yes,No,
12893532.5681,-3759719.423,6069,6825,2019/05/10 03:20:38+00,CRAWLEY,Eucalyptus marginata,Jarrah,Myrtaceae,,No,No,No,No,
