X,Y,OBJECTID,TREE_ID,DATE_PLANTED,SUBURB,BOTANICAL_NAME,COMMON_NAME,FAMILY,TREE_HEIGHT,RARE_SPECIES,HISTORIC_SIGNIFICANCE,COMMUNITY_SIGNIFICANCE,SIGNIFICANT_GROUP,RETIRED
12897674.3239,-3757874.2832,1,1918,2007/08/08 00:00:00+00,PERTH,Quercus palustris,Pin Oak,Fagaceae,1.5,No,No,No,No,
12897683.1188,-3757892.3873,3,1920,2019/05/10 03:21:27+00,Perth,Cinnamomum camphora,Camphor Laurel,Lauraceae,,No,No,No,No,
12897663.6354,-3757923.8843,4,1921,2019/05/10 03:21:27+00,Perth,Araucaria heterophylla,Norfolk Island Pine,Araucariaceae,,No,No,No,No,
12897664.0816,-3757945.2728,5,1922,2019/05/10 03:24:19+00,Perth,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,No,
12897680.6671,-3757931.7563,6,1923,2019/05/10 03:24:06+00,Perth,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,No,
12897696.0305,-3757921.777,7,1924,2019/05/10 03:24:19+00,Perth,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,No,
12897679.4415,-3757953.2691,8,1925,2019/05/10 03:21:58+00,Perth,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,No,
12897695.1375,-3757940.2875,9,1926,2019/05/10 03:21:45+00,Perth,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,No,
12897713.0568,-3757931.0926,10,1927,2019/05/10 03:21:58+00,Perth,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,No,
12897715.2844,-3757913.1287,11,1928,2019/05/10 03:20:38+00,Perth,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,No,
12897732.5415,-3757924.5414,12,1930,2019/05/10 03:20:21+00,Perth,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,No,
12897725.4202,-3757945.1399,13,1931,2019/05/10 03:22:22+00,Perth,Araucaria heterophylla,Norfolk Island Pine,Araucariaceae,,No,No,No,No,
12897737.656,-3757960.2272,16,1934,2019/05/10 03:23:43+00,Perth,Araucaria cunninghamii,Hoop Pine,Araucariaceae,,No,No,No,No,
12897751.2399,-3757921.6501,17,1935,2019/05/10 03:21:14+00,Perth,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,No,
12897773.173,-3757923.3611,18,1936,2019/05/10 03:21:45+00,Perth,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,No,
12897773.1673,-3757944.3542,19,1937,2019/05/10 03:19:28+00,Perth,Erythrina x sykesii,Flame Tree,Fabaceae,,No,No,No,No,
12897741.5528,-3757941.4643,20,1938,2019/05/10 03:22:22+00,Perth,Araucaria heterophylla,Norfolk Island Pine,Araucariaceae,,No,No,No,No,
12897718.0644,-3757979.7711,22,1940,2019/05/10 03:22:22+00,Perth,Araucaria columnaris,Cook Island Pine,Araucariaceae,,No,No,No,No,
12897737.9965,-3757976.8929,23,1941,2019/05/10 03:20:51+00,Perth,Erythrina x sykesii,Flame Tree,Fabaceae,,No,No,No,No,
12897757.2565,-3757970.4575,24,1942,2019/05/10 03:21:58+00,Perth,Podocarpus elatus,Plum Pine,Podocarpaceae,,No,No,No,No,
12897775.2894,-3757960.6247,25,1943,2019/05/10 03:22:48+00,Perth,Erythrina x sykesii,Flame Tree,Fabaceae,,No,No,No,No,
12897791.0937,-3757948.4133,26,1944,2019/05/10 03:19:45+00,Perth,Jacaranda mimosifolia,Jacaranda,Bignoniaceae,,No,No,No,No,
12897756.8102,-3757988.038,28,1946,2019/05/10 03:22:48+00,Perth,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,No,
12897775.952,-3757978.986,29,1947,2019/05/10 03:21:27+00,Perth,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,No,
12897793.5383,-3757969.1484,30,1948,2019/05/10 03:19:45+00,Perth,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,No,
12897809.685,-3757954.846,31,1949,2019/05/10 03:21:45+00,Perth,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,No,
12897776.5133,-3757996.8374,32,1950,2019/05/10 03:21:58+00,Perth,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,No,
12897811.8033,-3757975.1871,33,1951,2019/05/10 03:21:58+00,Perth,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,No,
12897791.7611,-3758007.1994,34,1952,2019/05/10 03:19:45+00,Perth,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,No,
12897810.238,-3757995.7853,35,1953,2019/05/10 03:23:10+00,Perth,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,No,
12897829.944,-3757982.9287,36,1954,2019/05/10 03:22:48+00,Perth,Erythrina x sykesii,Flame Tree,Fabaceae,,No,No,No,No,
12897844.1886,-3757971.2452,37,1955,2019/05/10 03:19:45+00,Perth,Erythrina x sykesii,Flame Tree,Fabaceae,,No,No,No,No,
12897838.2926,-3758002.8741,39,1957,2019/05/10 03:20:38+00,Perth,Podocarpus elatus,Plum Pine,Podocarpaceae,,No,No,No,No,
12897811.4627,-3758015.2058,40,1958,2019/05/10 03:20:51+00,Perth,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,No,
12897830.0599,-3758023.8636,41,1959,2019/05/10 03:20:51+00,Perth,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,No,
12897849.9837,-3758020.8431,42,1960,2019/05/10 03:24:06+00,Perth,Erythrina x sykesii,Flame Tree,Fabaceae,,No,No,No,No,
12897859.7827,-3758008.8996,43,1961,2019/05/10 03:20:38+00,Perth,Araucaria columnaris,Cook Island Pine,Araucariaceae,,No,No,No,No,
12897872.8005,-3757996.5756,44,1962,2019/05/10 03:23:10+00,Perth,Araucaria columnaris,Cook Island Pine,Araucariaceae,,No,No,No,No,
12897878.9265,-3758005.2319,45,1963,2019/05/10 03:20:21+00,Perth,Araucaria columnaris,Cook Island Pine,Araucariaceae,,No,No,No,No,
12897871.9091,-3758024.2579,46,1964,2019/05/10 03:19:45+00,Perth,Podocarpus elatus,Plum Pine,Podocarpaceae,,No,No,No,No,
12897883.6011,-3758037.505,48,1966,2019/05/10 03:20:51+00,Perth,Erythrina x sykesii,Flame Tree,Fabaceae,,No,No,No,No,
12897906.9808,-3758042.0948,49,1967,2019/05/10 03:24:19+00,Perth,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,No,
12897923.7891,-3758047.2186,50,1968,2019/05/10 03:19:45+00,Perth,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,No,
12897921.4511,-3758026.4846,51,1969,2019/05/10 03:22:48+00,Perth,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,No,
12897904.3085,-3758021.7594,52,1970,2019/05/10 03:21:14+00,Perth,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,No,
12897898.631,-3758003.6528,53,1971,2019/05/10 03:19:45+00,Perth,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,No,
12897916.4406,-3758005.8879,54,1972,2019/05/10 03:20:38+00,Perth,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,No,
12897908.3113,-3757987.2584,55,1973,2019/05/10 03:23:25+00,Perth,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,No,
12897888.4967,-3757985.4163,56,1974,2019/05/10 03:19:28+00,Perth,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,No,
12897896.7397,-3757970.8528,57,1975,2019/05/10 03:20:21+00,Perth,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,No,
12897875.4696,-3757970.7231,58,1976,2019/05/10 03:23:25+00,Perth,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,No,
12897859.1114,-3757956.0303,59,1977,2019/05/10 03:21:27+00,Perth,Ficus microcarpa var hillii,Hill's Fig,Moraceae,,No,No,No,No,
12897926.6832,-3757992.3751,60,1978,2019/05/10 03:24:19+00,Perth,Araucaria columnaris,Cook Island Pine,Araucariaceae,,No,No,No,No,
12897945.7199,-3757996.1734,61,1979,2019/05/10 03:21:14+00,Perth,Cinnamomum camphora,Camphor Laurel,Lauraceae,,No,No,No,No,
12897961.9684,-3757986.9959,62,1980,2019/05/10 03:23:10+00,Perth,Araucaria columnaris,Cook Island Pine,Araucariaceae,,No,No,No,No,
12897951.5043,-3758015.2042,63,1982,2019/05/10 03:21:58+00,Perth,Cinnamomum camphora,Camphor Laurel,Lauraceae,,No,No,No,No,
12897933.4666,-3758010.6117,64,1983,2019/05/10 03:21:14+00,Perth,Araucaria columnaris,Cook Island Pine,Araucariaceae,,No,No,No,No,
12897937.8153,-3758030.4203,65,1984,2019/05/10 03:19:28+00,Perth,Araucaria heterophylla,Norfolk Island Pine,Araucariaceae,,No,No,No,No,
12898488.7373,-3756962.5667,67,3660,2019/05/10 03:21:14+00,East Perth,Eucalyptus polyanthemos,Red Box,Myrtaceae,,No,No,No,No,
12898511.8921,-3756976.4768,68,3661,2019/05/10 03:19:45+00,East Perth,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898542.7208,-3756996.81,70,3663,2019/05/10 03:20:21+00,East Perth,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898511.9972,-3756943.0143,71,3664,2019/05/10 03:19:45+00,East Perth,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898490.4001,-3756950.2305,72,3665,2019/05/10 03:20:21+00,East Perth,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898535.4882,-3756944.1956,74,3667,2019/05/10 03:23:10+00,East Perth,Eucalyptus melliodora,Yellow Box,Myrtaceae,,No,No,No,No,
12898536.3806,-3756923.7341,75,3668,2019/05/10 03:21:14+00,East Perth,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898445.2045,-3756953.5189,76,3669,2019/05/10 03:21:45+00,East Perth,Eucalyptus melliodora,Yellow Box,Myrtaceae,,No,No,No,No,
12898447.9942,-3756927.1489,77,3670,2019/05/10 03:20:51+00,East Perth,Eucalyptus melliodora,Yellow Box,Myrtaceae,,No,No,No,No,
12898469.0274,-3756924.6482,78,3671,2019/05/10 03:23:43+00,East Perth,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898454.2193,-3756893.5615,79,3672,2019/05/10 03:21:27+00,East Perth,Eucalyptus melliodora,Yellow Box,Myrtaceae,,No,No,No,No,
12898471.2574,-3756911.9276,80,3673,2019/05/10 03:19:28+00,East Perth,Eucalyptus melliodora,Yellow Box,Myrtaceae,,No,No,No,No,
12898492.2945,-3756915.6038,81,3674,2019/05/10 03:21:27+00,East Perth,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898491.1865,-3756879.2532,82,3675,2019/05/10 03:19:45+00,East Perth,Eucalyptus melliodora,Yellow Box,Myrtaceae,,No,No,No,No,
12898539.9407,-3756893.3016,83,3676,2019/05/10 03:20:51+00,East Perth,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898538.161,-3756902.8794,84,3677,2019/05/10 03:19:45+00,East Perth,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898514.1128,-3756918.8736,85,3678,2019/05/10 03:23:43+00,East Perth,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898581.0216,-3756938.2953,86,3679,2019/05/10 03:19:28+00,East Perth,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898579.9053,-3756949.454,87,3680,2019/05/10 03:21:27+00,East Perth,Eucalyptus leucoxylon 'Rosea',South Australian Yellow Gum,Myrtaceae,,No,No,No,No,
12898580.0124,-3756964.4001,88,3681,2019/05/10 03:24:06+00,East Perth,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898557.5252,-3756946.0362,90,3683,2019/05/10 03:19:45+00,East Perth,Eucalyptus melliodora,Yellow Box,Myrtaceae,,No,No,No,No,
12898443.7576,-3756977.7849,91,3684,2019/05/10 03:23:10+00,East Perth,Eucalyptus melliodora,Yellow Box,Myrtaceae,,No,No,No,No,
12898629.1117,-3756937.7703,92,3707,2019/05/10 03:22:22+00,East Perth,Eucalyptus melliodora,Yellow Box,Myrtaceae,,No,No,No,No,
12898643.243,-3756938.6876,93,3708,2019/05/10 03:20:38+00,East Perth,Eucalyptus melliodora,Yellow Box,Myrtaceae,,No,No,No,No,
12898656.0452,-3756939.4727,94,3709,2019/05/10 03:22:48+00,East Perth,Eucalyptus melliodora,Yellow Box,Myrtaceae,,No,No,No,No,
12898660.0521,-3756961.3819,95,3710,2019/05/10 03:20:38+00,East Perth,Eucalyptus melliodora,Yellow Box,Myrtaceae,,No,No,No,No,
12898637.2339,-3756959.9476,96,3711,2019/05/10 03:20:38+00,East Perth,Eucalyptus melliodora,Yellow Box,Myrtaceae,,No,No,No,No,
12898684.7644,-3756963.7471,97,3712,2019/05/10 03:20:21+00,East Perth,Eucalyptus melliodora,Yellow Box,Myrtaceae,,No,No,No,No,
12898676.9762,-3756961.7842,98,3713,2019/05/10 03:24:19+00,East Perth,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898725.1743,-3756987.3633,99,3715,2019/05/10 03:23:10+00,East Perth,Callistemon 'Dawson River Weeper',Bottlebrush,Myrtaceae,,No,No,No,No,
12898699.5712,-3756984.7403,100,3716,2019/05/10 03:23:25+00,East Perth,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898688.4438,-3756984.4817,101,3717,2019/05/10 03:19:28+00,East Perth,Eucalyptus melliodora,Yellow Box,Myrtaceae,,No,No,No,No,
12898663.7303,-3756983.1695,102,3718,2019/05/10 03:21:14+00,East Perth,Eucalyptus melliodora,Yellow Box,Myrtaceae,,No,No,No,No,
12898649.4768,-3756981.8486,103,3719,2019/05/10 03:23:25+00,East Perth,Eucalyptus melliodora,Yellow Box,Myrtaceae,,No,No,No,No,
12898626.102,-3756979.7577,104,3720,2019/05/10 03:21:14+00,East Perth,Eucalyptus melliodora,Yellow Box,Myrtaceae,,No,No,No,No,
12898626.327,-3757002.9762,105,3721,2019/05/10 03:21:45+00,East Perth,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898638.9057,-3757002.8476,106,3722,2019/05/10 03:23:43+00,East Perth,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898651.1518,-3757004.8103,107,3723,2019/05/10 03:20:51+00,East Perth,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898662.3873,-3757004.9399,108,3724,2019/05/10 03:24:19+00,East Perth,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898698.1257,-3757007.042,109,3725,2019/05/10 03:23:25+00,East Perth,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898712.2652,-3757007.1784,110,3726,2019/05/10 03:22:48+00,East Perth,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898726.3982,-3757008.8767,111,3727,2019/05/10 03:21:45+00,East Perth,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898736.0867,-3757008.351,112,3728,2019/05/10 03:23:10+00,East Perth,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898749.1096,-3756996.2877,113,3729,2019/05/10 03:21:45+00,East Perth,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898753.6758,-3756983.0352,114,3730,2019/05/10 03:23:25+00,East Perth,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898023.3079,-3757532.6242,115,4808,2019/05/10 03:20:38+00,Perth,Jacaranda mimosifolia,Jacaranda,Bignoniaceae,,No,No,No,No,
12898007.1662,-3757526.9869,117,4810,2019/05/10 03:21:45+00,Perth,Jacaranda mimosifolia,Jacaranda,Bignoniaceae,,No,No,No,No,
12898000.4849,-3757524.1002,118,4812,2019/05/10 03:21:58+00,Perth,Jacaranda mimosifolia,Jacaranda,Bignoniaceae,,No,No,No,No,
12898005.1573,-3757509.1447,120,4814,2019/05/10 03:20:21+00,Perth,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898016.4009,-3757513.2155,121,4815,2019/05/10 03:20:21+00,Perth,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898006.8359,-3757486.9746,122,4816,2019/05/10 03:19:45+00,Perth,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898023.419,-3757494.0601,125,4819,2019/05/10 03:21:58+00,Perth,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898024.7535,-3757473.1999,126,4820,2019/05/10 03:24:19+00,Perth,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898030.6494,-3757475.0371,127,4821,2019/05/10 03:19:28+00,Perth,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898037.8867,-3757455.3515,128,4822,2019/05/10 03:22:48+00,Perth,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898045.1268,-3757436.3286,131,4825,2019/05/10 03:22:22+00,Perth,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898028.6465,-3757429.6348,133,4827,2019/05/10 03:24:06+00,Perth,Platanus x acerifolia,London Plane,Platanaceae,,No,No,No,No,
12898032.9915,-3757453.5131,135,4829,2019/05/10 03:23:25+00,Perth,Celtis australis 'Variegata',Variegated Nettle Tree,Ulmaceae,,No,No,No,No,
12898065.8279,-3757424.7843,136,4830,2019/05/10 03:20:21+00,Perth,Corymbia maculata,Spotted Gum,Myrtaceae,,No,No,No,No,
12898048.2428,-3757414.1502,138,4832,2019/05/10 03:22:48+00,Perth,Callistemon 'Kings Park Special',Bottlebrush,Myrtaceae,,No,No,No,No,
12898042.9033,-3757412.0587,140,4834,2019/05/10 03:21:14+00,Perth,Callistemon 'Kings Park Special',Bottlebrush,Myrtaceae,,No,No,No,No,
12895983.0426,-3758095.3715,142,5330,2019/05/10 03:24:06+00,Perth,Eucalyptus camaldulensis 'Obtusa',River Red Gum,Myrtaceae,,No,No,No,No,
12899297.8035,-3757714.0831,143,5475,2019/05/10 03:20:51+00,East Perth,Corymbia maculata,Spotted Gum,Myrtaceae,,No,No,No,No,
12899309.6006,-3757720.123,144,5476,2019/05/10 03:19:45+00,East Perth,Corymbia maculata,Spotted Gum,Myrtaceae,,No,No,No,No,
12899325.0741,-3757724.7102,145,5477,2019/05/10 03:22:48+00,East Perth,Corymbia maculata,Spotted Gum,Myrtaceae,,No,No,No,No,
12899319.0951,-3757726.1863,146,5478,2019/05/10 03:20:51+00,East Perth,Melia azedarach,White Cedar,Meliaceae,,No,No,No,No,
12899337.9934,-3757730.2175,147,5479,2019/05/10 03:19:28+00,East Perth,Corymbia maculata,Spotted Gum,Myrtaceae,,No,No,No,No,
12899351.9074,-3757735.3444,148,5480,2019/05/10 03:21:58+00,East Perth,Corymbia maculata,Spotted Gum,Myrtaceae,,No,No,No,No,
12899365.5995,-3757740.3273,149,5481,2019/05/10 03:19:45+00,East Perth,Corymbia maculata,Spotted Gum,Myrtaceae,,No,No,No,No,
12899380.2865,-3757744.9179,150,5482,2019/05/10 03:19:28+00,East Perth,Corymbia maculata,Spotted Gum,Myrtaceae,,No,No,No,No,
12899392.6437,-3757750.301,151,5483,2019/05/10 03:22:48+00,East Perth,Corymbia maculata,Spotted Gum,Myrtaceae,,No,No,No,No,
12899246.9303,-3757815.3698,152,5494,2019/05/10 03:21:27+00,East Perth,Jacaranda mimosifolia,Jacaranda,Bignoniaceae,,No,No,No,No,
12899257.5066,-3757788.2152,153,5495,2019/05/10 03:23:10+00,East Perth,Olea europaea,Olive,Oleaceae,,No,No,No,No,
12899259.1765,-3757778.8959,154,5496,2019/05/10 03:23:43+00,East Perth,Olea europaea,Olive,Oleaceae,,No,No,No,No,
12899412.1243,-3757776.0177,155,5498,2019/05/10 03:20:21+00,East Perth,Brachychiton populneus,"Kurrajong, bottle tree",Malvaceae,,No,No,No,No,
12899542.0417,-3757777.0633,156,5531,2019/05/10 03:24:06+00,East Perth,Lophostemon confertus,Queensland Box,Myrtaceae,,No,No,No,No,
12899560.0764,-3757800.8121,157,5532,2019/05/10 03:21:45+00,East Perth,Melia azedarach,White Cedar,Meliaceae,,No,No,No,No,
12899570.0917,-3757795.958,158,5533,2019/05/10 03:20:51+00,East Perth,Melia azedarach,White Cedar,Meliaceae,,No,No,No,No,
12899584.3373,-3757795.3015,159,5534,2019/05/10 03:21:58+00,East Perth,Melia azedarach,White Cedar,Meliaceae,,No,No,No,No,
12899524.2286,-3757820.355,160,5535,2019/05/10 03:20:51+00,East Perth,Melia azedarach,White Cedar,Meliaceae,,No,No,No,No,
12899537.4698,-3757819.1794,161,5536,2019/05/10 03:19:28+00,East Perth,,,,,,No,,,
12899544.5984,-3757817.3484,162,5537,2019/05/10 03:21:58+00,East Perth,,,,,,No,,,
12899550.1692,-3757815.9035,163,5538,2019/05/10 03:22:22+00,East Perth,,,,,,No,,,
12899555.4006,-3757812.4906,164,5539,2019/05/10 03:22:48+00,East Perth,,,,,,No,,,
12899565.078,-3757819.7034,165,5540,2019/05/10 03:23:25+00,East Perth,Syzygium smithii,Lilly Pilly,Myrtaceae,,No,No,No,No,
12899576.322,-3757806.8507,166,5541,2019/05/10 03:23:43+00,East Perth,Melia azedarach,White Cedar,Meliaceae,,No,No,No,No,
12899620.3408,-3757835.179,169,5544,2019/05/10 03:22:48+00,East Perth,Citharexylum spinosum,Fiddlewood,Verbenaceae,,No,No,No,No,
12899300.0305,-3757775.8784,171,6481,2019/05/10 03:19:45+00,East Perth,Washingtonia filifera,Californian Petticoat Palm,Arecaceae,,No,No,No,No,
12899303.9266,-3757730.6195,172,6482,2019/05/10 03:23:43+00,East Perth,Washingtonia robusta,Mexican Fan Palm,Arecaceae,,No,No,No,No,
12899286.4507,-3757713.9528,173,6483,2019/05/10 03:24:19+00,East Perth,Washingtonia robusta,Mexican Fan Palm,Arecaceae,,No,No,No,No,
12899335.43,-3757806.3172,174,6484,2019/05/10 03:23:10+00,East Perth,Washingtonia robusta,Mexican Fan Palm,Arecaceae,,No,No,No,No,
12899326.8614,-3757793.329,176,6622,2019/05/10 03:22:48+00,East Perth,Brachychiton rupestris,Queensland Bottle Tree,Malvaceae,,No,No,No,No,
12899323.2967,-3757803.6937,177,6623,2019/05/10 03:22:48+00,East Perth,Brachychiton populneus,"Kurrajong, bottle tree",Malvaceae,,No,No,No,No,
12899869.9898,-3756845.2745,178,6625,2019/05/10 03:20:51+00,East Perth,Jacaranda mimosifolia,Jacaranda,Bignoniaceae,,No,No,No,No,
12896101.4902,-3756545.37,181,6731,2019/05/10 03:24:06+00,West Perth,Platanus orientalis,Oriental Plane,Platanaceae,,No,No,No,No,
12896106.7138,-3756547.3428,182,6732,2019/05/10 03:23:10+00,West Perth,Platanus orientalis,Oriental Plane,Platanaceae,,No,No,No,No,
12896112.3937,-3756549.3085,183,6733,2019/05/10 03:23:10+00,West Perth,Platanus orientalis,Oriental Plane,Platanaceae,,No,No,No,No,
12896118.6328,-3756551.6707,184,6734,2019/05/10 03:22:22+00,West Perth,Platanus orientalis,Oriental Plane,Platanaceae,,No,No,No,No,
12896122.53,-3756553.2388,185,6735,2019/05/10 03:20:21+00,West Perth,Platanus orientalis,Oriental Plane,Platanaceae,,No,No,No,No,
12896133.6567,-3756557.1797,187,6737,2019/05/10 03:21:27+00,West Perth,Platanus orientalis,Oriental Plane,Platanaceae,,No,No,No,No,
12897152.9371,-3756196.6767,188,6738,2019/05/10 03:19:45+00,Northbridge,Olea europaea,Olive,Oleaceae,,No,No,No,No,
12897156.3012,-3756198.1441,189,6739,2019/05/10 03:21:27+00,Northbridge,Olea europaea,Olive,Oleaceae,,No,No,No,No,
12897165.3755,-3756204.2512,190,6740,2019/05/10 03:20:38+00,Northbridge,Olea europaea,Olive,Oleaceae,,No,No,No,No,
12897173.4959,-3756209.6499,192,6742,2019/05/10 03:20:21+00,Northbridge,Olea europaea,Olive,Oleaceae,,No,No,No,No,
12897173.2757,-3756214.9011,193,6743,2019/05/10 03:20:21+00,Northbridge,Olea europaea,Olive,Oleaceae,,No,No,No,No,
12897181.5054,-3756213.5921,195,6745,2019/05/10 03:20:51+00,Northbridge,Olea europaea,Olive,Oleaceae,,No,No,No,No,
12897185.0739,-3756215.9492,196,6746,2019/05/10 03:19:45+00,Northbridge,Olea europaea,Olive,Oleaceae,,,No,,,
12897192.4202,-3756219.2336,198,6748,2019/05/10 03:24:19+00,Northbridge,Olea europaea,Olive,Oleaceae,,,No,,,
12897173.0435,-3756262.9137,199,6749,2019/05/10 03:21:45+00,Northbridge,Olea europaea,Olive,Oleaceae,,No,No,No,No,
12897142.8803,-3756258.1923,200,6750,2019/05/10 03:21:27+00,Northbridge,Olea europaea,Olive,Oleaceae,,No,No,No,No,
12897133.6429,-3756274.0678,201,6751,2019/05/10 03:19:28+00,Northbridge,Olea europaea,Olive,Oleaceae,,No,No,No,No,
12897130.0822,-3756243.2425,203,6753,2019/05/10 03:22:48+00,Northbridge,Callistemon 'Kings Park Special',Bottlebrush,Myrtaceae,,No,No,No,No,
12895531.4196,-3756178.4326,204,6766,2019/05/10 03:19:45+00,West Perth,Corymbia maculata,Spotted Gum,Myrtaceae,,No,No,No,No,
12895516.3947,-3756220.5476,205,6767,2019/05/10 03:22:22+00,West Perth,Eucalyptus leucoxylon 'Rosea',South Australian Yellow Gum,Myrtaceae,,No,No,No,No,
12895528.8567,-3756226.7157,206,6768,2019/05/10 03:22:48+00,West Perth,Corymbia maculata,Spotted Gum,Myrtaceae,,No,No,No,No,
12895536.4274,-3756228.9388,207,6769,2019/05/10 03:19:28+00,West Perth,Corymbia maculata,Spotted Gum,Myrtaceae,,No,No,No,No,
12895545.6699,-3756231.9607,208,6770,2019/05/10 03:21:45+00,West Perth,Corymbia maculata,Spotted Gum,Myrtaceae,,No,No,No,No,
12895557.9158,-3756237.4639,209,6771,2019/05/10 03:20:51+00,West Perth,Corymbia maculata,Spotted Gum,Myrtaceae,,No,No,No,No,
12895575.1659,-3756196.142,210,6772,2019/05/10 03:21:45+00,West Perth,Corymbia maculata,Spotted Gum,Myrtaceae,,No,No,No,No,
12895542.2135,-3756196.2732,211,6773,2019/05/10 03:20:21+00,West Perth,Eucalyptus leucoxylon 'Rosea',South Australian Yellow Gum,Myrtaceae,,No,No,No,No,
12894490.0273,-3759602.665,212,6861,2019/05/10 03:21:14+00,Crawley,Ficus obliqua,Small leaved Fig,Moraceae,,No,,No,No,
12894506.3873,-3759594.3919,213,6862,2019/05/10 03:21:58+00,Crawley,Ficus obliqua,Small leaved Fig,Moraceae,,No,,No,No,
12894954.7815,-3759246.7875,214,6890,2019/05/10 03:21:14+00,Crawley,Ficus obliqua,Small leaved Fig,Moraceae,,No,,No,No,
12894986.9563,-3759228.4117,215,6892,2019/05/10 03:22:48+00,Crawley,Phoenix canariensis,Canary Island Date Palm,Arecaceae,,No,No,Yes,No,
12895407.183,-3758632.8092,216,6906,2019/05/10 03:21:27+00,Perth,Ficus obliqua,Small leaved Fig,Moraceae,,No,Yes,No,Yes,
12895419.9857,-3758644.6276,217,6907,2019/05/10 03:19:28+00,Perth,Ficus obliqua,Small leaved Fig,Moraceae,,No,Yes,No,Yes,
12894496.7011,-3759611.7086,218,7000,2019/05/10 03:20:38+00,Crawley,Ficus obliqua,Small leaved Fig,Moraceae,,No,,No,No,
